i,'AY', s, AY
will,'W IH L', s, IH
also,'AO L S OW', s, AO
be,'B IY', s, IY
the,'DH AH', s, 
of,'AH V', s, 
certain,'S ɐ R T ǝ N', s, 
ribbons,'R IH B AH N Z', s, IH
and,'AH N D', s, 
is,'IH Z', s, IH
no,'N OW', s, 
left,'L EH F T', s, 
maids,'M EY D Z', s, EY
will,'W IH L', s, IH
wear,'W EH R', s, 
their,'DH EH R', s, 
bear,'B EH R', s, 
their,'DH EH R', s, 
faces,'F EH S IH Z', s, IH
is,'IH Z', s, IH
not,'N AA T', s, AA
when,'ʍ e N', s, 
you,'Y UW', s, UW
going,'G OW IH N', s, IH
to,'T UW', s, UW
bed,'B EH D', s, 
or,'AO R', s, AO
kiln-hle,'K IH L - ˌ OW L', s, IH
to,'T UW', s, UW
of,'AH V', s, 
secrets,'S IY K R AH T S', s, IY
but,'B AH T', s, 
you,'Y UW', s, UW
must,'M AH S T', s, 
be,'B IY', s, IY
all,'AA L', s, AA
our,'OW R', s, 
guests,'G EH S T S', s, 
well,'W EH L', s, 
your,'Y AO R', s, AO
and,'AH N D', s, 
not,'N AA T', s, AA
a,'AH', s, 
i,'AY', s, AY
not,'N AA T', s, AA
told,'T OW L D', s, 
thee,'DH IY', s, IY
i,'AY', s, AY
was,'W AA Z', s, AA
by,'B AY', s, AY
the,'DH AH', s, 
and,'AH N D', s, 
lost,'L AO S T', s, AO
all,'AA L', s, AA
my,'M AY', s, AY
fear,'F IY R', s, IY
not,'N AA T', s, AA
thou,'DH AW', s, 
man,'M AE N', s, AE
thou,'DH AW', s, 
shalt,'SH AE L T', s, AE
what,'W AH T', s, 
hast,'HH AE S T', s, AE
ballads,'B AE L AH D Z', s, AE
on,'AA N', s, AA
it,'IH T', s, IH
by,'B AY', s, AY
and,'AH N D', s, 
see,'S IY', s, IY
ballads,'B AE L AH D Z', s, AE
buy,'B ə IH', s, IH
the,'DH AH', s, 
it,'IH T', s, IH
by,'B AY', s, AY
too,'T UW', s, UW
another,'ǝ N ɤ DH ǝ R', s, 
this,'DH IH S', s, IH
out,'AW T', s, 
by,'B AY', s, AY
my,'M AY', s, AY
and,'AH N D', s, 
the,'DH AH', s, 
gentlemen,'JH EH N T AH L M IH N', s, IH
in,'IH N', s, IH
sad,'S AE D', s, AE
and,'AH N D', s, 
not,'N AA T', s, AA
them,'DH EH M', s, 
pack,'P AE K', s, AE
after,'AW F T ǝ R', s, 
buy,'B ə IH', s, IH
for,'F AO R', s, AO
you,'Y UW', s, UW
the,'DH AH', s, 
me,'M IY', s, IY
see,'S IY', s, IY
see,'S IY', s, IY
what,'W AH T', s, 
a,'AH', s, 
man,'M AE N', s, AE
you,'Y UW', s, UW
is,'IH Z', s, IH
no,'N OW', s, 
but,'B AH T', s, 
to,'T UW', s, UW
tell,'T EH L', s, 
the,'DH AH', s, 
a,'AH', s, 
and,'AH N D', s, 
of,'AH V', s, 
your,'Y AO R', s, AO
flesh,'F L EH SH', s, 
and,'AH N D', s, 
blood,'B L AH D', s, 
but,'B AH T', s, 
me,'M IY', s, IY
she,'SH IY', s, IY
being,'B IY IH NG', s, IY IH
of,'AH V', s, 
your,'Y AO R', s, AO
flesh,'F L EH SH', s, 
and,'AH N D', s, 
blood,'B L AH D', s, 
your,'Y AO R', s, AO
flesh,'F L EH SH', s, 
and,'AH N D', s, 
blood,'B L AH D', s, 
not,'N AA T', s, AA
offended,'AH F EH N D AH D', s, 
the,'DH AH', s, 
and,'AH N D', s, 
so,'S OW', s, 
your,'Y AO R', s, AO
flesh,'F L EH SH', s, 
and,'AH N D', s, 
blood,'B L AH D', s, 
is,'IH Z', s, IH
not,'N AA T', s, AA
to,'T UW', s, UW
be,'B IY', s, IY
by,'B AY', s, AY
him,'HH IH M', s, IH
you,'Y UW', s, UW
secret,'S IY K R AH T', s, IY
all,'AA L', s, AA
but,'B AH T', s, 
what,'W AH T', s, 
she,'SH IY', s, IY
with,'W IH DH', s, IH
this,'DH IH S', s, IH
being,'B IY IH NG', s, IY IH
let,'L EH T', s, 
the,'DH AH', s, 
go,'G OW', s, 
i,'AY', s, AY
warrant,'W AA r ǝ N T', s, AA
you,'Y UW', s, UW
indeed,'IH N D IY D', s, IH IY
brother-in-law,'B r ɤ DH ə R - IH N - ˌ L AO', s, IH AO
was,'W AA Z', s, AA
the,'DH AH', s, 
farthest,'F AA R DH AH S T', s, AA
off,'AO F', s, AO
you,'Y UW', s, UW
been,'B IH N', s, IH
to,'T UW', s, UW
him,'HH IH M', s, IH
and,'AH N D', s, 
then,'DH EH N', s, 
your,'Y AO R', s, AO
blood,'B L AH D', s, 
had,'HH AE D', s, AE
been,'B IH N', s, IH
the,'DH AH', s, 
dearer,'D IY r ǝ R', s, IY
by,'B AY', s, AY
i,'AY', s, AY
an,'AE N', s, AE
he,'HH IY', s, IY
be,'B IY', s, IY
we,'W IY', s, IY
but,'B AH T', s, 
plain,'P L EH N', s, 
your,'Y AO R', s, AO
worship,'W AO R SH IH P', s, AO IH
had,'HH AE D', s, AE
to,'T UW', s, UW
given,'G IH V AH N', s, IH
us,'AH S', s, 
if,'IH F', s, IH
you,'Y UW', s, UW
had,'HH AE D', s, AE
not,'N AA T', s, AA
taken,'T EY K AH N', s, EY
with,'W IH DH', s, IH
the,'DH AH', s, 
's,'EH S', s, 
the,'DH AH', s, 
court,'K AO R T', s, AO
for,'F AO R', s, AO
a,'AH', s, 
you,'Y UW', s, UW
this,'DH IH S', s, IH
cannot,'K AE N AA T', s, AE AA
be,'B IY', s, IY
but,'B AH T', s, 
a,'AH', s, 
great,'G r e T', s, 
courtier,'K AO R T IY ER', s, AO IY
he,'HH IY', s, IY
seems,'S IY M Z', s, IY
to,'T UW', s, UW
be,'B IY', s, IY
the,'DH AH', s, 
in,'IH N', s, IH
being,'B IY IH NG', s, IY IH
fantastical,'F AW N T AW S T IH K AA L', s, IH AA
a,'AH', s, 
great,'G r e T', s, 
man,'M AE N', s, AE
warrant,'W AA r ǝ N T', s, AA
i,'AY', s, AY
by,'B AY', s, AY
the,'DH AH', s, 
on,'AA N', s, AA
's,'EH S', s, 
teeth,'T IY TH', s, IY
think,'TH IH NG K', s, IH
you,'Y UW', s, UW
so,'S OW', s, 
the,'DH AH', s, 
old,'OW L D', s, 
man,'M AE N', s, AE
a,'AH', s, 
son,'S AO ̃', s, AO
do,'D OW', s, 
you,'Y UW', s, UW
an,'AE N', s, AE
you,'Y UW', s, UW
he,'HH IY', s, IY
seems,'S IY M Z', s, IY
to,'T UW', s, UW
be,'B IY', s, IY
of,'AH V', s, 
great,'G r e T', s, 
with,'W IH DH', s, IH
him,'HH IH M', s, IH
him,'HH IH M', s, IH
gold,'G OW L D', s, 
and,'AH N D', s, 
be,'B IY', s, IY
a,'AH', s, 
stubborn,'S T ɤ B ǝ R N', s, 
bear,'B EH R', s, 
yet,'Y EH T', s, 
he,'HH IY', s, IY
is,'IH Z', s, IH
oft,'AO F T', s, AO
led,'L EH D', s, 
by,'B AY', s, AY
the,'DH AH', s, 
with,'W IH DH', s, IH
gold,'G OW L D', s, 
the,'DH AH', s, 
of,'AH V', s, 
your,'Y AO R', s, AO
to,'T UW', s, UW
the,'DH AH', s, 
of,'AH V', s, 
his,'HH IH Z', s, IH
and,'AH N D', s, 
no,'N OW', s, 
ado,'AH D UW', s, UW
and,'AH N D', s, 
in,'IH N', s, IH
sort,'S AO R T', s, AO
but,'B AH T', s, 
my,'M AY', s, AY
be,'B IY', s, IY
a,'AH', s, 
i,'AY', s, AY
i,'AY', s, AY
shall,'SH AE L', s, AE
not,'N AA T', s, AA
be,'B IY', s, IY
out,'AW T', s, 
of,'AH V', s, 
it,'IH T', s, IH
comfort,'K ɤ M F ǝ R T', s, 
good,'G UH D', s, UH
comfort,'K ɤ M F ǝ R T', s, 
we,'W IY', s, IY
must,'M AH S T', s, 
to,'T UW', s, UW
the,'DH AH', s, 
and,'AH N D', s, 
our,'OW R', s, 
he,'HH IY', s, IY
must,'M AH S T', s, 
of,'AH V', s, 
your,'Y AO R', s, AO
nor,'N AO R', s, AO
my,'M AY', s, AY
we,'W IY', s, IY
i,'AY', s, AY
will,'W IH L', s, IH
you,'Y UW', s, UW
as,'AE Z', s, AE
as,'AE Z', s, AE
this,'DH IH S', s, IH
old,'OW L D', s, 
man,'M AE N', s, AE
does,'D AH Z', s, 
when,'ʍ e N', s, 
the,'DH AH', s, 
is,'IH Z', s, IH
and,'AH N D', s, 
remain,'r IH M EH N', s, IH
as,'AE Z', s, AE
he,'HH IY', s, IY
your,'Y AO R', s, AO
till,'T IH L', s, IH
it,'IH T', s, IH
be,'B IY', s, IY
you,'Y UW', s, UW
we,'W IY', s, IY
blessed,'B L e S IH D', s, IH
in,'IH N', s, IH
this,'DH IH S', s, IH
man,'M AE N', s, AE
as,'AE Z', s, AE
i,'AY', s, AY
even,'IY V IH N', s, IY IH
blessed,'B L e S IH D', s, IH
you,'Y UW', s, UW
well,'W EH L', s, 
met,'M EH T', s, 
you,'Y UW', s, UW
to,'T UW', s, UW
with,'W IH DH', s, IH
me,'M IY', s, IY
this,'DH IH S', s, IH
i,'AY', s, AY
was,'W AA Z', s, AA
no,'N OW', s, 
gentleman,'JH EH N T AH L M AH N', s, 
born,'B AO R N', s, AO
see,'S IY', s, IY
you,'Y UW', s, UW
you,'Y UW', s, UW
see,'S IY', s, IY
them,'DH EH M', s, 
not,'N AA T', s, AA
and,'AH N D', s, 
think,'TH IH NG K', s, IH
me,'M IY', s, IY
still,'S T IH L', s, IH
no,'N OW', s, 
gentleman,'JH EH N T AH L M AH N', s, 
born,'B AO R N', s, AO
you,'Y UW', s, UW
wre,'W ER', s, 
best,'B EH S T', s, 
not,'N AA T', s, AA
gentlemen,'JH EH N T AH L M IH N', s, IH
born,'B AO R N', s, AO
me,'M IY', s, IY
the,'DH AH', s, 
do,'D OW', s, 
and,'AH N D', s, 
i,'AY', s, AY
am,'AE M', s, AE
not,'N AA T', s, AA
a,'AH', s, 
gentleman,'JH EH N T AH L M AH N', s, 
born,'B AO R N', s, AO
and,'AH N D', s, 
been,'B IH N', s, IH
so,'S OW', s, 
four,'F AO R', s, AO
so,'S OW', s, 
you,'Y UW', s, UW
i,'AY', s, AY
was,'W AA Z', s, AA
a,'AH', s, 
gentleman,'JH EH N T AH L M AH N', s, 
born,'B AO R N', s, AO
my,'M AY', s, AY
for,'F AO R', s, AO
the,'DH AH', s, 
son,'S AO ̃', s, AO
took,'T UH K', s, UH
me,'M IY', s, IY
by,'B AY', s, AY
the,'DH AH', s, 
and,'AH N D', s, 
me,'M IY', s, IY
and,'AH N D', s, 
then,'DH EH N', s, 
the,'DH AH', s, 
my,'M AY', s, AY
and,'AH N D', s, 
then,'DH EH N', s, 
the,'DH AH', s, 
my,'M AY', s, AY
and,'AH N D', s, 
the,'DH AH', s, 
princess,'P R IH N S EH S', s, IH
my,'M AY', s, AY
my,'M AY', s, AY
and,'AH N D', s, 
so,'S OW', s, 
we,'W IY', s, IY
wept,'W EH P T', s, 
and,'AH N D', s, 
was,'W AA Z', s, AA
the,'DH AH', s, 
tears,'T EH R Z', s, 
that,'DH AE T', s, AE
we,'W IY', s, IY
shed,'SH EH D', s, 
or,'AO R', s, AO
luck,'L ɤ K', s, 
being,'B IY IH NG', s, IY IH
in,'IH N', s, IH
so,'S OW', s, 
as,'AE Z', s, AE
we,'W IY', s, IY
thou,'DH AW', s, 
wilt,'W IH L T', s, IH
amend,'AH M EH N D', s, 
me,'M IY', s, IY
i,'AY', s, AY
will,'W IH L', s, IH
swear,'S W EH R', s, 
to,'T UW', s, UW
the,'DH AH', s, 
thou,'DH AW', s, 
art,'AA R T', s, AA
as,'AE Z', s, AE
a,'AH', s, 
true,'T R UW', s, UW
as,'AE Z', s, AE
is,'IH Z', s, IH
in,'IH N', s, IH
not,'N AA T', s, AA
swear,'S W EH R', s, 
it,'IH T', s, IH
i,'AY', s, AY
am,'AE M', s, AE
a,'AH', s, 
gentleman,'JH EH N T AH L M AH N', s, 
let,'L EH T', s, 
boors,'B UH R Z', s, UH
and,'AH N D', s, 
it,'IH T', s, IH
swear,'S W EH R', s, 
it,'IH T', s, IH
if,'IH F', s, IH
it,'IH T', s, IH
be,'B IY', s, IY
so,'S OW', s, 
a,'AH', s, 
true,'T R UW', s, UW
gentleman,'JH EH N T AH L M AH N', s, 
swear,'S W EH R', s, 
it,'IH T', s, IH
in,'IH N', s, IH
the,'DH AH', s, 
of,'AH V', s, 
his,'HH IH Z', s, IH
swear,'S W EH R', s, 
to,'T UW', s, UW
the,'DH AH', s, 
thou,'DH AW', s, 
art,'AA R T', s, AA
a,'AH', s, 
tall,'T AO L', s, AO
of,'AH V', s, 
and,'AH N D', s, 
that,'DH AE T', s, AE
thou,'DH AW', s, 
wilt,'W IH L T', s, IH
not,'N AA T', s, AA
be,'B IY', s, IY
drunk,'D R AH NG K', s, 
but,'B AH T', s, 
i,'AY', s, AY
thou,'DH AW', s, 
art,'AA R T', s, AA
no,'N OW', s, 
tall,'T AO L', s, AO
of,'AH V', s, 
and,'AH N D', s, 
that,'DH AE T', s, AE
thou,'DH AW', s, 
wilt,'W IH L T', s, IH
be,'B IY', s, IY
drunk,'D R AH NG K', s, 
but,'B AH T', s, 
swear,'S W EH R', s, 
it,'IH T', s, IH
and,'AH N D', s, 
i,'AY', s, AY
thou,'DH AW', s, 
be,'B IY', s, IY
a,'AH', s, 
tall,'T AO L', s, AO
of,'AH V', s, 
by,'B AY', s, AY
means,'M IY N Z', s, IY
a,'AH', s, 
tall,'T AO L', s, AO
if,'IH F', s, IH
i,'AY', s, AY
do,'D OW', s, 
not,'N AA T', s, AA
wonder,'W ɤ N D ǝ R', s, 
thou,'DH AW', s, 
to,'T UW', s, UW
be,'B IY', s, IY
drunk,'D R AH NG K', s, 
not,'N AA T', s, AA
being,'B IY IH NG', s, IY IH
a,'AH', s, 
tall,'T AO L', s, AO
trust,'T r ɤ S T', s, 
me,'M IY', s, IY
not,'N AA T', s, AA
the,'DH AH', s, 
and,'AH N D', s, 
princes,'P R IH N S AH Z', s, IH
our,'OW R', s, 
going,'G OW IH N', s, IH
to,'T UW', s, UW
see,'S IY', s, IY
the,'DH AH', s, 
queen's,'K W IY N Z', s, IY
pictre,'P IH K CH ER', s, IH
us,'AH S', s, 
be,'B IY', s, IY
good,'G UH D', s, UH
masters,'M AW S T ǝ R Z', s, 
