i,'AY', s, AY
to,'T UW', s, UW
sip,'S IH P', s, IH
or,'AO R', s, AO
drop,'D R AA P', s, AA
of,'AH V', s, 
it,'IH T', s, IH
is,'IH Z', s, IH
lord,'L AO R D', s, AO
that,'DH AE T', s, AE
for,'F AO R', s, AO
thee,'DH IY', s, IY
and,'AH N D', s, 
for,'F AO R', s, AO
commits,'K AH M IH T S', s, IH
his,'HH IH Z', s, IH
body,'B AA D IY', s, AA IY
to,'T UW', s, UW
painful,'P EH N F UH L', s, UH
both,'B OW TH', s, 
by,'B AY', s, AY
sea,'S IY', s, IY
and,'AH N D', s, 
land,'L AE N D', s, AE
to,'T UW', s, UW
watch,'W AA T SH', s, AA
the,'DH AH', s, 
in,'IH N', s, IH
storms,'S T AO R M Z', s, AO
the,'DH AH', s, 
in,'IH N', s, IH
cold,'K OW L D', s, 
thou,'DH AW', s, 
warm,'W AA R M', s, AA
at,'AE T', s, AE
hme,'OW M', s, 
and,'AH N D', s, 
and,'AH N D', s, 
no,'N OW', s, 
at,'AE T', s, AE
but,'B AH T', s, 
fair,'F EH R', s, 
looks,'L UH K S', s, UH
and,'AH N D', s, 
true,'T R UW', s, UW
too,'T UW', s, UW
for,'F AO R', s, AO
so,'S OW', s, 
great,'G r e T', s, 
a,'AH', s, 
duty,'D UW T IY', s, UW IY
as,'AE Z', s, AE
the,'DH AH', s, 
subject,'S AH B JH EH K T', s, 
the,'DH AH', s, 
even,'IY V IH N', s, IY IH
a,'AH', s, 
woman,'W UH M AH N', s, UH
to,'T UW', s, UW
and,'AH N D', s, 
when,'ʍ e N', s, 
she,'SH IY', s, IY
is,'IH Z', s, IH
peevish,'P IY V IH SH', s, IY IH
sullen,'S ɤ L ǝ N', s, 
sour,'S OW R', s, 
and,'AH N D', s, 
not,'N AA T', s, AA
to,'T UW', s, UW
his,'HH IH Z', s, IH
will,'W IH L', s, IH
what,'W AH T', s, 
is,'IH Z', s, IH
she,'SH IY', s, IY
but,'B AH T', s, 
a,'AH', s, 
rebel,'R EH B AH L', s, 
and,'AH N D', s, 
to,'T UW', s, UW
lord,'L AO R D', s, AO
i,'AY', s, AY
am,'AE M', s, AE
that,'DH AE T', s, AE
women,'W IH M AH N', s, IH
so,'S OW', s, 
to,'T UW', s, UW
offer,'ɒ F ǝ R', s, 
war,'W AO R', s, AO
for,'F AO R', s, AO
or,'AO R', s, AO
seek,'S IY K', s, IY
for,'F AO R', s, AO
and,'AH N D', s, 
when,'ʍ e N', s, 
to,'T UW', s, UW
seve,'S ER V', s, 
and,'AH N D', s, 
whhy,'ʍ ǝ IH', s, IH
our,'OW R', s, 
bodies,'B AA D IY Z', s, AA IY
soft,'S AA F T', s, AA
and,'AH N D', s, 
weak,'W IY K', s, IY
and,'AH N D', s, 
smooth,'S M UW DH', s, UW
to,'T UW', s, UW
and,'AH N D', s, 
in,'IH N', s, IH
the,'DH AH', s, 
but,'B AH T', s, 
that,'DH AE T', s, AE
our,'OW R', s, 
soft,'S AA F T', s, AA
conditions,'K AH N D IH SH AH N Z', s, IH
and,'AH N D', s, 
our,'OW R', s, 
hearts,'HH AA R T S', s, AA
well,'W EH L', s, 
agree,'ǝ ɡ r IY', s, IY
with,'W IH DH', s, IH
our,'OW R', s, 
parts,'P AA R T S', s, AA
you,'Y UW', s, UW
and,'AH N D', s, 
my,'M AY', s, AY
hath,'HH AE TH', s, AE
been,'B IH N', s, IH
as,'AE Z', s, AE
big,'B IH G', s, IH
as,'AE Z', s, AE
of,'AH V', s, 
yours,'Y UH R Z', s, UH
my,'M AY', s, AY
heart,'HH AA R T', s, AA
as,'AE Z', s, AE
great,'G r e T', s, 
my,'M AY', s, AY
reason,'r EH Z ǝ N', s, 
haply,'AW P L ǝ IH', s, IH
to,'T UW', s, UW
for,'F AO R', s, AO
and,'AH N D', s, 
frown,'F r ǝ UH N', s, UH
for,'F AO R', s, AO
frown,'F r ǝ UH N', s, UH
but,'B AH T', s, 
i,'AY', s, AY
see,'S IY', s, IY
our,'OW R', s, 
but,'B AH T', s, 
our,'OW R', s, 
strength,'S T R EH NG K TH', s, 
as,'AE Z', s, AE
weak,'W IY K', s, IY
our,'OW R', s, 
weakness,'W IY K N AH S', s, IY
past,'P AW S T', s, 
that,'DH AE T', s, AE
to,'T UW', s, UW
be,'B IY', s, IY
most,'M OW S T', s, 
we,'W IY', s, IY
indeed,'IH N D IY D', s, IH IY
least,'L IY S T', s, IY
then,'DH EH N', s, 
vail,'V EY L', s, EY
your,'Y AO R', s, AO
for,'F AO R', s, AO
it,'IH T', s, IH
is,'IH Z', s, IH
no,'N OW', s, 
boot,'B UW T', s, UW
and,'AH N D', s, 
your,'Y AO R', s, AO
your,'Y AO R', s, AO
foot,'F UH T', s, UH
in,'IH N', s, IH
token,'T OW K ǝ N', s, 
of,'AH V', s, 
duty,'D UW T IY', s, UW IY
if,'IH F', s, IH
he,'HH IY', s, IY
my,'M AY', s, AY
is,'IH Z', s, IH
ready,'R EH D IY', s, IY
it,'IH T', s, IH
do,'D OW', s, 
him,'HH IH M', s, IH
