i,'AY', s, AY
of,'AH V', s, 
this,'DH IH S', s, IH
no,'N OW', s, 
conclusion,'K AH N K L UW ZH AH N', s, UW
lest,'L EH S T', s, 
you,'Y UW', s, UW
your,'Y AO R', s, AO
and,'AH N D', s, 
i,'AY', s, AY
devils,'D EH V AH L Z', s, 
yet,'Y EH T', s, 
go,'G OW', s, 
on,'AA N', s, AA
offenses,'AH F EH N S IH Z', s, IH
we,'W IY', s, IY
you,'Y UW', s, UW
do,'D OW', s, 
if,'IH F', s, IH
you,'Y UW', s, UW
with,'W IH DH', s, IH
us,'AH S', s, 
and,'AH N D', s, 
that,'DH AE T', s, AE
with,'W IH DH', s, IH
us,'AH S', s, 
you,'Y UW', s, UW
did,'D IH D', s, IH
fault,'F AO L T', s, AO
and,'AH N D', s, 
that,'DH AE T', s, AE
you,'Y UW', s, UW
not,'N AA T', s, AA
with,'W IH DH', s, IH
but,'B AH T', s, 
with,'W IH DH', s, IH
us,'AH S', s, 
my,'M AY', s, AY
lord,'L AO R D', s, AO
never,'N e V ǝ R', s, 
what,'W AH T', s, 
i,'AY', s, AY
said,'S EH D', s, 
well,'W EH L', s, 
when,'ʍ e N', s, 
was,'W AA Z', s, AA
i,'AY', s, AY
prithee,'P r e DH IY', s, IY
tell,'T EH L', s, 
me,'M IY', s, IY
cram,'K R AE M', s, AE
's,'EH S', s, 
with,'W IH DH', s, IH
and,'AH N D', s, 
's,'EH S', s, 
as,'AE Z', s, AE
fat,'F AE T', s, AE
as,'AE Z', s, AE
good,'G UH D', s, UH
deed,'D IY D', s, IY
a,'AH', s, 
upon,'AH P AA N', s, AA
that,'DH AE T', s, AE
our,'OW R', s, 
praises,'P r EH Z IH Z', s, IH
our,'OW R', s, 
you,'Y UW', s, UW
's,'EH S', s, 
with,'W IH DH', s, IH
soft,'S AA F T', s, AA
kiss,'K IH S', s, IH
a,'AH', s, 
with,'W IH DH', s, IH
spur,'S P ɐ R', s, 
we,'W IY', s, IY
an,'AE N', s, AE
but,'B AH T', s, 
to,'T UW', s, UW
goal,'G OW L', s, 
my,'M AY', s, AY
last,'L AE S T', s, AE
good,'G UH D', s, UH
deed,'D IY D', s, IY
was,'W AA Z', s, AA
to,'T UW', s, UW
his,'HH IH Z', s, IH
what,'W AH T', s, 
was,'W AA Z', s, AA
my,'M AY', s, AY
it,'IH T', s, IH
an,'AE N', s, AE
elder,'e L D ǝ R', s, 
or,'AO R', s, AO
i,'AY', s, AY
you,'Y UW', s, UW
o,'OW', s, 
wre,'W ER', s, 
but,'B AH T', s, 
i,'AY', s, AY
to,'T UW', s, UW
when,'ʍ e N', s, 
let,'L EH T', s, 
me,'M IY', s, IY
i,'AY', s, AY
indeed,'IH N D IY D', s, IH IY
whhy,'ʍ ǝ IH', s, IH
lo,'L OW', s, 
you,'Y UW', s, UW
i,'AY', s, AY
to,'T UW', s, UW
the,'DH AH', s, 
a,'AH', s, 
for,'F AO R', s, AO
a,'AH', s, 
friend,'F R EH N D', s, 
he,'HH IY', s, IY
seems,'S IY M Z', s, IY
you,'Y UW', s, UW
look,'L UH K', s, UH
as,'AE Z', s, AE
if,'IH F', s, IH
you,'Y UW', s, UW
held,'HH EH L D', s, 
a,'AH', s, 
brow,'B r ə UH', s, UH
of,'AH V', s, 
you,'Y UW', s, UW
my,'M AY', s, AY
lord,'L AO R D', s, AO
if,'IH F', s, IH
you,'Y UW', s, UW
seek,'S IY K', s, IY
us,'AH S', s, 
we,'W IY', s, IY
yours,'Y UH R Z', s, UH
garden,'G AA R D ǝ N', s, AA
shall,'SH AE L', s, AE
's,'EH S', s, 
attend,'AH T EH N D', s, 
you,'Y UW', s, UW
the,'DH AH', s, 
to,'T UW', s, UW
you,'Y UW', s, UW
he,'HH IY', s, IY
so,'S OW', s, 
troubles,'T r ɤ B ǝ L Z', s, 
me,'M IY', s, IY
past,'P AW S T', s, 
enduring,'e N D Y UW R IH N', s, UW IH
what,'W AH T', s, 
wisdom,'W IH Z D AH M', s, IH
stirs,'S T ɐ R Z', s, 
i,'AY', s, AY
am,'AE M', s, AE
for,'F AO R', s, AO
you,'Y UW', s, UW
again,'ǝ ɡ EH N', s, 
you,'Y UW', s, UW
sit,'S IH T', s, IH
by,'B AY', s, AY
us,'AH S', s, 
and,'AH N D', s, 
tell,'T EH L', s, 
's,'EH S', s, 
a,'AH', s, 
as,'AE Z', s, AE
merrry,'M e r ǝ IH', s, IH
as,'AE Z', s, AE
you,'Y UW', s, UW
will,'W IH L', s, IH
that,'DH AE T', s, AE
good,'G UH D', s, UH
on,'AA N', s, AA
sit,'S IH T', s, IH
down,'D ǝ UH N', s, UH
on,'AA N', s, AA
and,'AH N D', s, 
do,'D OW', s, 
your,'Y AO R', s, AO
best,'B EH S T', s, 
to,'T UW', s, UW
me,'M IY', s, IY
with,'W IH DH', s, IH
your,'Y AO R', s, AO
sprites,'S P r ǝ IH T S', s, IH
youre,'Y UH R', s, UH
at,'AE T', s, AE
it,'IH T', s, IH
sit,'S IH T', s, IH
down,'D ǝ UH N', s, UH
then,'DH EH N', s, 
on,'AA N', s, AA
on,'AA N', s, AA
then,'DH EH N', s, 
and,'AH N D', s, 
me,'M IY', s, IY
in,'IH N', s, IH
ear,'IY R', s, IY
what,'W AH T', s, 
is,'IH Z', s, IH
this,'DH IH S', s, IH
sport,'S P AO R T', s, AO
but,'B AH T', s, 
he,'HH IY', s, IY
had,'HH AE D', s, AE
not,'N AA T', s, AA
and,'AH N D', s, 
be,'B IY', s, IY
sworn,'S W AO R N', s, AO
you,'Y UW', s, UW
my,'M AY', s, AY
you,'Y UW', s, UW
lean,'L IY N', s, IY
to,'T UW', s, UW
a,'AH', s, 
villain,'V IH L AH N', s, IH
so,'S OW', s, 
the,'DH AH', s, 
most,'M OW S T', s, 
villain,'V IH L AH N', s, IH
in,'IH N', s, IH
the,'DH AH', s, 
he,'HH IY', s, IY
wre,'W ER', s, 
as,'AE Z', s, AE
villain,'V IH L AH N', s, IH
you,'Y UW', s, UW
my,'M AY', s, AY
lord,'L AO R D', s, AO
do,'D OW', s, 
but,'B AH T', s, 
no,'N OW', s, 
by,'B AY', s, AY
my,'M AY', s, AY
privy,'P R IH V IY', s, IH IY
to,'T UW', s, UW
of,'AH V', s, 
this,'DH IH S', s, IH
will,'W IH L', s, IH
this,'DH IH S', s, IH
you,'Y UW', s, UW
when,'ʍ e N', s, 
you,'Y UW', s, UW
shall,'SH AE L', s, AE
to,'T UW', s, UW
that,'DH AE T', s, AE
you,'Y UW', s, UW
thus,'DH ɤ S', s, 
me,'M IY', s, IY
my,'M AY', s, AY
lord,'L AO R D', s, AO
you,'Y UW', s, UW
can,'K AE N', s, AE
me,'M IY', s, IY
then,'DH EH N', s, 
to,'T UW', s, UW
you,'Y UW', s, UW
did,'D IH D', s, IH
ill,'IH L', s, IH
planet,'P L AE N AH T', s, AE
i,'AY', s, AY
must,'M AH S T', s, 
be,'B IY', s, IY
till,'T IH L', s, IH
the,'DH AH', s, 
heavens,'HH EH V AH N Z', s, 
look,'L UH K', s, UH
with,'W IH DH', s, IH
an,'AE N', s, AE
aspect,'ǝ S P e K T', s, 
good,'G UH D', s, UH
my,'M AY', s, AY
lords,'L AO R D Z', s, AO
i,'AY', s, AY
am,'AE M', s, AE
not,'N AA T', s, AA
to,'T UW', s, UW
as,'AE Z', s, AE
our,'OW R', s, 
the,'DH AH', s, 
want,'W AA N T', s, AA
of,'AH V', s, 
vain,'V EY N', s, EY
dew,'D Y UW', s, UW
perchace,'P ER CH AE N S', s, AE
shall,'SH AE L', s, AE
your,'Y AO R', s, AO
but,'B AH T', s, 
i,'AY', s, AY
that,'DH AE T', s, AE
honorale,'AA N ER AH B AH L', s, AA
grief,'G R IY F', s, IY
than,'DH AE N', s, AE
tears,'T EH R Z', s, 
drown,'D r ǝ UH N', s, UH
beseech,'B IY S IY CH', s, IY IY
you,'Y UW', s, UW
all,'AA L', s, AA
my,'M AY', s, AY
lords,'L AO R D Z', s, AO
with,'W IH DH', s, IH
so,'S OW', s, 
as,'AE Z', s, AE
your,'Y AO R', s, AO
charities,'CH EH R AH T IY Z', s, IY
shall,'SH AE L', s, AE
best,'B EH S T', s, 
instruct,'IH N S T R AH K T', s, IH
you,'Y UW', s, UW
me,'M IY', s, IY
and,'AH N D', s, 
so,'S OW', s, 
the,'DH AH', s, 
will,'W IH L', s, IH
be,'B IY', s, IY
who,'HH UW', s, UW
is,'IH Z', s, IH
that,'DH AE T', s, AE
goes,'G OW Z', s, 
with,'W IH DH', s, IH
me,'M IY', s, IY
beseech,'B IY S IY CH', s, IY IY
your,'Y AO R', s, AO
my,'M AY', s, AY
women,'W IH M AH N', s, IH
be,'B IY', s, IY
with,'W IH DH', s, IH
me,'M IY', s, IY
for,'F AO R', s, AO
you,'Y UW', s, UW
see,'S IY', s, IY
my,'M AY', s, AY
requires,'R IY K W AY ER Z', s, IY AY
not,'N AA T', s, AA
weep,'W IY P', s, IY
good,'G UH D', s, UH
fools,'F UW L Z', s, UW
is,'IH Z', s, IH
no,'N OW', s, 
when,'ʍ e N', s, 
you,'Y UW', s, UW
shall,'SH AE L', s, AE
your,'Y AO R', s, AO
mistress,'M IH S T R AH S', s, IH
deserved,'D IH Z ɐ R V IH D', s, IH IH
prison,'P R IH Z AH N', s, IH
then,'DH EH N', s, 
in,'IH N', s, IH
tears,'T EH R Z', s, 
as,'AE Z', s, AE
i,'AY', s, AY
out,'AW T', s, 
this,'DH IH S', s, IH
action,'AE K SH AH N', s, AE
i,'AY', s, AY
go,'G OW', s, 
on,'AA N', s, AA
is,'IH Z', s, IH
for,'F AO R', s, AO
my,'M AY', s, AY
better,'B e T ə R', s, 
my,'M AY', s, AY
lord,'L AO R D', s, AO
i,'AY', s, AY
never,'N e V ǝ R', s, 
wished,'W IH SH IH D', s, IH IH
to,'T UW', s, UW
see,'S IY', s, IY
you,'Y UW', s, UW
i,'AY', s, AY
trust,'T r ɤ S T', s, 
i,'AY', s, AY
women,'W IH M AH N', s, IH
you,'Y UW', s, UW
what,'W AH T', s, 
i,'AY', s, AY
am,'AE M', s, AE
to,'T UW', s, UW
must,'M AH S T', s, 
be,'B IY', s, IY
but,'B AH T', s, 
that,'DH AE T', s, AE
contradicts,'K AA N T R AH D IH K T S', s, AA IH
my,'M AY', s, AY
and,'AH N D', s, 
the,'DH AH', s, 
on,'AA N', s, AA
my,'M AY', s, AY
part,'P AA R T', s, AA
no,'N OW', s, 
but,'B AH T', s, 
what,'W AH T', s, 
from,'F R AH M', s, 
myself,'M AY S EH L F', s, AY
it,'IH T', s, IH
shall,'SH AE L', s, AE
boot,'B UW T', s, UW
me,'M IY', s, IY
to,'T UW', s, UW
not,'N AA T', s, AA
guilty,'G IH L T IY', s, IH IY
integrity,'IH N T EH G R AH T IY', s, IH IY
being,'B IY IH NG', s, IY IH
shall,'SH AE L', s, AE
as,'AE Z', s, AE
i,'AY', s, AY
it,'IH T', s, IH
be,'B IY', s, IY
so,'S OW', s, 
but,'B AH T', s, 
thus,'DH ɤ S', s, 
if,'IH F', s, IH
behold,'B IH HH OW L D', s, IH
our,'OW R', s, 
human,'Y UW M ǝ N', s, UW
actions,'AE K SH AH N Z', s, AE
as,'AE Z', s, AE
do,'D OW', s, 
i,'AY', s, AY
doubt,'D ǝ UH T', s, UH
not,'N AA T', s, AA
then,'DH EH N', s, 
but,'B AH T', s, 
shall,'SH AE L', s, AE
blush,'B L ɤ SH', s, 
and,'AH N D', s, 
tyrannny,'T IH r ǝ N ǝ IH', s, IH IH
at,'AE T', s, AE
you,'Y UW', s, UW
my,'M AY', s, AY
lord,'L AO R D', s, AO
best,'B EH S T', s, 
whom,'HH UW M', s, UW
least,'L IY S T', s, IY
will,'W IH L', s, IH
seem,'S IY M', s, IY
to,'T UW', s, UW
do,'D OW', s, 
so,'S OW', s, 
my,'M AY', s, AY
past,'P AW S T', s, 
hath,'HH AE TH', s, AE
been,'B IH N', s, IH
as,'AE Z', s, AE
as,'AE Z', s, AE
as,'AE Z', s, AE
true,'T R UW', s, UW
as,'AE Z', s, AE
i,'AY', s, AY
am,'AE M', s, AE
is,'IH Z', s, IH
than,'DH AE N', s, AE
can,'K AE N', s, AE
pattern,'P AW T ǝ R N', s, 
and,'AH N D', s, 
to,'T UW', s, UW
for,'F AO R', s, AO
behold,'B IH HH OW L D', s, IH
me,'M IY', s, IY
a,'AH', s, 
of,'AH V', s, 
the,'DH AH', s, 
bed,'B EH D', s, 
we,'OW', s, 
a,'AH', s, 
of,'AH V', s, 
the,'DH AH', s, 
thhrne,'TH r OW N', s, 
a,'AH', s, 
great,'G r e T', s, 
the,'DH AH', s, 
to,'T UW', s, UW
a,'AH', s, 
to,'T UW', s, UW
and,'AH N D', s, 
for,'F AO R', s, AO
and,'AH N D', s, 
who,'HH UW', s, UW
to,'T UW', s, UW
and,'AH N D', s, 
for,'F AO R', s, AO
i,'AY', s, AY
it,'IH T', s, IH
as,'AE Z', s, AE
i,'AY', s, AY
grief,'G R IY F', s, IY
i,'AY', s, AY
for,'F AO R', s, AO
a,'AH', s, 
derivatve,'D ER IH V AH T IH V', s, IH IH
from,'F R AH M', s, 
me,'M IY', s, IY
to,'T UW', s, UW
and,'AH N D', s, 
only,'OW N L IY', s, IY
that,'DH AE T', s, AE
i,'AY', s, AY
stand,'S T AE N D', s, AE
for,'F AO R', s, AO
i,'AY', s, AY
appeal,'ǝ P IY L', s, IY
to,'T UW', s, UW
your,'Y AO R', s, AO
to,'T UW', s, UW
your,'Y AO R', s, AO
court,'K AO R T', s, AO
i,'AY', s, AY
was,'W AA Z', s, AA
in,'IH N', s, IH
your,'Y AO R', s, AO
merited,'M EH R IH T IH D', s, IH IH
to,'T UW', s, UW
be,'B IY', s, IY
so,'S OW', s, 
he,'HH IY', s, IY
with,'W IH DH', s, IH
what,'W AH T', s, 
so,'S OW', s, 
i,'AY', s, AY
appear,'ǝ P IY R', s, IY
thus,'DH ɤ S', s, 
if,'IH F', s, IH
jot,'JH AA T', s, AA
the,'DH AH', s, 
of,'AH V', s, 
or,'AO R', s, AO
in,'IH N', s, IH
act,'AE K T', s, AE
or,'AO R', s, AO
will,'W IH L', s, IH
that,'DH AE T', s, AE
inclining,'IH N K L ǝ IH N IH N', s, IH IH IH
be,'B IY', s, IY
the,'DH AH', s, 
hearts,'HH AA R T S', s, AA
of,'AH V', s, 
all,'AA L', s, AA
that,'DH AE T', s, AE
me,'M IY', s, IY
and,'AH N D', s, 
my,'M AY', s, AY
of,'AH V', s, 
kin,'K IH N', s, IH
upon,'AH P AA N', s, AA
my,'M AY', s, AY
true,'T R UW', s, UW
a,'AH', s, 
not,'N AA T', s, AA
to,'T UW', s, UW
me,'M IY', s, IY
than,'DH AE N', s, AE
mistress,'M IH S T R AH S', s, IH
of,'AH V', s, 
to,'T UW', s, UW
me,'M IY', s, IY
in,'IH N', s, IH
of,'AH V', s, 
fault,'F AO L T', s, AO
i,'AY', s, AY
must,'M AH S T', s, 
not,'N AA T', s, AA
at,'AE T', s, AE
all,'AA L', s, AA
for,'F AO R', s, AO
with,'W IH DH', s, IH
whom,'HH UW M', s, UW
i,'AY', s, AY
am,'AE M', s, AE
accused,'AH K Y UW Z D', s, UW
i,'AY', s, AY
do,'D OW', s, 
confess,'K AH N F EH S', s, 
i,'AY', s, AY
him,'HH IH M', s, IH
as,'AE Z', s, AE
in,'IH N', s, IH
he,'HH IY', s, IY
with,'W IH DH', s, IH
a,'AH', s, 
of,'AH V', s, 
as,'AE Z', s, AE
a,'AH', s, 
lady,'L EY D IY', s, EY IY
me,'M IY', s, IY
with,'W IH DH', s, IH
a,'AH', s, 
even,'IY V IH N', s, IY IH
so,'S OW', s, 
and,'AH N D', s, 
no,'N OW', s, 
as,'AE Z', s, AE
commanded,'K ǝ M AW N D IH D', s, IH
not,'N AA T', s, AA
to,'T UW', s, UW
i,'AY', s, AY
think,'TH IH NG K', s, IH
had,'HH AE D', s, AE
been,'B IH N', s, IH
in,'IH N', s, IH
me,'M IY', s, IY
both,'B OW TH', s, 
and,'AH N D', s, 
to,'T UW', s, UW
you,'Y UW', s, UW
and,'AH N D', s, 
your,'Y AO R', s, AO
friend,'F R EH N D', s, 
had,'HH AE D', s, AE
even,'IY V IH N', s, IY IH
it,'IH T', s, IH
speak,'S P IY K', s, IY
from,'F R AH M', s, 
an,'AE N', s, AE
infant,'IH N F AH N T', s, IH
freely,'F R IY L IY', s, IY IY
that,'DH AE T', s, AE
it,'IH T', s, IH
was,'W AA Z', s, AA
yours,'Y UH R Z', s, UH
for,'F AO R', s, AO
conspiracy,'K AH N S P IH R AH S IY', s, IH IY
i,'AY', s, AY
not,'N AA T', s, AA
it,'IH T', s, IH
it,'IH T', s, IH
be,'B IY', s, IY
for,'F AO R', s, AO
me,'M IY', s, IY
to,'T UW', s, UW
all,'AA L', s, AA
i,'AY', s, AY
of,'AH V', s, 
it,'IH T', s, IH
is,'IH Z', s, IH
that,'DH AE T', s, AE
camillo,'K AH M IH L OW', s, IH
was,'W AA Z', s, AA
an,'AE N', s, AE
man,'M AE N', s, AE
and,'AH N D', s, 
whhy,'ʍ ǝ IH', s, IH
he,'HH IY', s, IY
left,'L EH F T', s, 
your,'Y AO R', s, AO
court,'K AO R T', s, AO
the,'DH AH', s, 
gods,'G AA D Z', s, AA
no,'N OW', s, 
than,'DH AE N', s, AE
i,'AY', s, AY
ignorant,'IH G N ǝ r ǝ N T', s, IH
you,'Y UW', s, UW
speak,'S P IY K', s, IY
a,'AH', s, 
that,'DH AE T', s, AE
i,'AY', s, AY
not,'N AA T', s, AA
my,'M AY', s, AY
stands,'S T AE N D Z', s, AE
in,'IH N', s, IH
the,'DH AH', s, 
level,'L EH V AH L', s, 
of,'AH V', s, 
your,'Y AO R', s, AO
dreams,'D R IY M Z', s, IY
down,'D ǝ UH N', s, UH
your,'Y AO R', s, AO
the,'DH AH', s, 
bug,'B ɤ G', s, 
you,'Y UW', s, UW
me,'M IY', s, IY
with,'W IH DH', s, IH
i,'AY', s, AY
seek,'S IY K', s, IY
to,'T UW', s, UW
me,'M IY', s, IY
can,'K AE N', s, AE
be,'B IY', s, IY
no,'N OW', s, 
the,'DH AH', s, 
crown,'K r ǝ UH N', s, UH
and,'AH N D', s, 
comfort,'K ɤ M F ǝ R T', s, 
of,'AH V', s, 
my,'M AY', s, AY
your,'Y AO R', s, AO
i,'AY', s, AY
do,'D OW', s, 
lost,'L AO S T', s, AO
for,'F AO R', s, AO
i,'AY', s, AY
do,'D OW', s, 
feel,'F IY L', s, IY
it,'IH T', s, IH
but,'B AH T', s, 
not,'N AA T', s, AA
it,'IH T', s, IH
went,'W EH N T', s, 
my,'M AY', s, AY
second,'S EH K AH N D', s, 
and,'AH N D', s, 
fruits,'F R UW T S', s, UW
of,'AH V', s, 
my,'M AY', s, AY
body,'B AA D IY', s, AA IY
from,'F R AH M', s, 
his,'HH IH Z', s, IH
i,'AY', s, AY
am,'AE M', s, AE
infectious,'IH N F EH K SH AH S', s, IH
my,'M AY', s, AY
comfort,'K ɤ M F ǝ R T', s, 
most,'M OW S T', s, 
is,'IH Z', s, IH
from,'F R AH M', s, 
my,'M AY', s, AY
breast,'B R EH S T', s, 
the,'DH AH', s, 
milk,'M IH L K', s, IH
in,'IH N', s, IH
it,'IH T', s, IH
most,'M OW S T', s, 
out,'AW T', s, 
to,'T UW', s, UW
myself,'M AY S EH L F', s, AY
on,'AA N', s, AA
every,'e V r ǝ IH', s, IH
post,'P OW S T', s, 
a,'AH', s, 
with,'W IH DH', s, IH
the,'DH AH', s, 
to,'T UW', s, UW
women,'W IH M AH N', s, IH
of,'AH V', s, 
all,'AA L', s, AA
fashion,'F AE SH AH N', s, AE
hurried,'ɤ r ǝ IH D', s, IH
to,'T UW', s, UW
this,'DH IH S', s, IH
open,'OW P ǝ N', s, 
air,'EH R', s, 
i,'AY', s, AY
got,'G AA T', s, AA
strength,'S T R EH NG K TH', s, 
of,'AH V', s, 
limit,'L IH M AH T', s, IH
my,'M AY', s, AY
tell,'T EH L', s, 
me,'M IY', s, IY
what,'W AH T', s, 
i,'AY', s, AY
that,'DH AE T', s, AE
i,'AY', s, AY
fear,'F IY R', s, IY
to,'T UW', s, UW
therefre,'DH EH R F AO R', s, AO
proceed,'P R AH S IY D', s, IY
but,'B AH T', s, 
yet,'Y EH T', s, 
this,'DH IH S', s, IH
me,'M IY', s, IY
not,'N AA T', s, AA
no,'N OW', s, 
i,'AY', s, AY
it,'IH T', s, IH
not,'N AA T', s, AA
a,'AH', s, 
but,'B AH T', s, 
for,'F AO R', s, AO
i,'AY', s, AY
free,'F R IY', s, IY
if,'IH F', s, IH
i,'AY', s, AY
shall,'SH AE L', s, AE
be,'B IY', s, IY
upon,'AH P AA N', s, AA
all,'AA L', s, AA
proofs,'P R UW F S', s, UW
but,'B AH T', s, 
what,'W AH T', s, 
your,'Y AO R', s, AO
jealousies,'JH EH L AH S IY Z', s, IY
i,'AY', s, AY
tell,'T EH L', s, 
you,'Y UW', s, UW
and,'AH N D', s, 
not,'N AA T', s, AA
your,'Y AO R', s, AO
all,'AA L', s, AA
i,'AY', s, AY
do,'D OW', s, 
refer,'r IH F ɐ R', s, IH
me,'M IY', s, IY
to,'T UW', s, UW
the,'DH AH', s, 
apollo,'AH P AA L OW', s, AA
be,'B IY', s, IY
my,'M AY', s, AY
juge,'JH AH JH', s, 
the,'DH AH', s, 
of,'AH V', s, 
was,'W AA Z', s, AA
my,'M AY', s, AY
o,'OW', s, 
that,'DH AE T', s, AE
he,'HH IY', s, IY
wre,'W ER', s, 
and,'AH N D', s, 
his,'HH IH Z', s, IH
that,'DH AE T', s, AE
he,'HH IY', s, IY
did,'D IH D', s, IH
but,'B AH T', s, 
see,'S IY', s, IY
the,'DH AH', s, 
flatness,'F L AE T N AH S', s, AE
of,'AH V', s, 
my,'M AY', s, AY
yet,'Y EH T', s, 
with,'W IH DH', s, IH
of,'AH V', s, 
not,'N AA T', s, AA
praised,'P r EH Z IH D', s, IH
you,'Y UW', s, UW
gods,'G AA D Z', s, AA
look,'L UH K', s, UH
down,'D ǝ UH N', s, UH
and,'AH N D', s, 
from,'F R AH M', s, 
your,'Y AO R', s, AO
sacred,'S EY K R AH D', s, EY
pour,'P UW R', s, UW
your,'Y AO R', s, AO
graces,'G R EY S IH Z', s, EY IH
upon,'AH P AA N', s, AA
my,'M AY', s, AY
tell,'T EH L', s, 
me,'M IY', s, IY
hast,'HH AE S T', s, AE
thou,'DH AW', s, 
