     = 
					  - Jovem accusative     ˈDZHOW:VeM
Holy Land     ˈOW:LǝIH ˌLAWND
Horace     ˈɒrIHS
Hortensius     AO:RˈTeNSIHǝS
Hostilius     ɒSˈTIHLIHǝS
Hubert     ˈYUW:BǝRT
Huberts     ˈYUW:BǝRTS
Hugh     YUW:
Hume     YUW:M
Hume’s     YUW:MZ
Hungarian     ɤNGˈGEH::rIHǝN
Hybla     ˈǝIHBLǝ
Hydra-headed     ˈǝIHDrǝ-ˌeDIHD
Hymen     ˈǝIHMǝN
Hymens     ˈǝIHMǝNZ
Hyrcan     ˈɐ:RKǝN
Hyrcanian     ɐ:RˈKEH::NIHǝN
Iachimo    ˈYAWKIHMOW:
Iago     IY:ˈAA:GOW:
Iceland     ˈǝIHSLǝND
Iden     ˈǝIHDǝN
Ilium     ˈIHLIHǝM
Illyrian     IHˈLIHrIHǝN
Imogen    ˈIHMǝˌDZHeN
Imogen’s     ˈIHMǝˌDZHeNZ
Inde     ǝIHND
Indian     =
Inns of Court     ˈIHNZ ǝ ˈKAO:RT
Inverness     =
Ionian     ǝIHˈOW:NIHǝN
Ipswich     =
Iras     ˈǝIHrǝS
Iris     ˈǝIHrIHS
Irishman     ˈǝIHrIHSHMǝN
Isabel    ˈIHZBeL
Isabel’s    ˈIHZBeLZ
Iscariot     IHSˈKAWrIHǝT
Isis     ˈǝIHSIHS
Israel     =
Italy     ˈIHTǝLǝIH
Jack-a-lent     ˈDZHAWKǝˌLeNT
Jack-priest     =
Jack-slave     ˈDZHAWKˌSLEH::V
Jackanape     ˈDZHAWKǝˌNEH::P
Jackanapes     ˈDZHAWKǝˌNEH::PS
James     DZHEH::MS
Jane     DZHEH::N
Janus     ˈDZHEH::NǝS
Jaquenetta     ˌDZHAWKǝˈNeTǝ 
Jaquenetta’s     ˌDZHAWKǝˈNeTǝ Z
Jeronimy     DZHǝˈrɒNIHMǝIH
Jesus     =
Jewry     ˈDZHUW:rǝIH
Jill     =
Jills     = 
Joan     DZHOW:N
John-a-dreams     ˈDZHɒN-ǝ-ˌDrIY:MZ
Jordan      DZHAO:RˈDEH::N
Joshua     =
Jude     =
Jule      =
Juliana     DZHUHLIHˈAWNǝ
Julietta     DZHUHLIHˈeTAW 
Juliettas     DZHUHLIHˈeTAW Z
Julius     =
June     =
Junius     =
Juno     ˈDZHUW:NOW: 
Juno’s     ˈDZHUW:NOW: Z
Jupiter    ˈDZHUW:PIHTǝR
Kate     KEH::T
Kates     KEH::TS
Katherina     ˌKAWTǝˈrIY:Nǝ
Keepdown      ˈKIY:PDǝUHN
Kentish     =
Labienus     ˌLAWBIHˈEH::NǝS
Laertes     LEH::ˈɐ:RTIY:Z
Lammas Eve     ˈLAWMǝS ˈIY:V
Lamord     LAWˈMAO:R
Lancaster     ˈLAWNGKAWSTǝR
Langley     ˈLAWNGLǝIH
Lapland     =
Latin     =
Launce     LAO:NS
Laura     =
Lavatch     LAWˈVAWTSH
Lavinia     =
Lavinia’s     = 
Lawrence     = 
Lawrence’s     ˈLɒrǝNS
Lazarus     ˈLAWZrǝS
Le Beau     LǝˈBOW:
Leander     LIHˈAWNDǝR
Lear     LIY:R 
Lear’s     LIY:R Z
Leda     ˈLIY:Dǝ 
Leda’s     ˈLIY:Dǝ Z
Leicester     ˈLeSTǝR
Lena     ˈLIY:Nǝ
Lent     =
Leonardo     LIHǝˈNAA:RDOW:
Leonato     LIHǝˈNAA:TOW: 
Leonato’s     LIHǝˈNAA:TOW: Z
Leontes     LIHˈɒNTIY:Z
Lepidus    ˈLePIHDǝS
Lestrale    LǝˈSTrAWL
Lethied     ˈLIY:THIY:D
Ligarius     LIHˈGAWrIHǝS
Limander     LIHˈMAWNDǝR
Lincoln     =
Lipsbury     ˈLIHPSBrǝIH
Lisio     ˈLIHSIHOW:
Lodovico     ˌLɒDǝˈVIY:KOW:
Lombardy    ˈLɤMBǝRˌDǝIH
London Bridge     ˌLɤNDǝN ˈBrIHDZH
Longaville     ˈLɒNGGǝˌVIHL
Lorraine     ˈLɒrǝN
Louvre     ˈLUW:Vrǝ
Lovell     ˈLɤVǝL 
Lovell’s     ˈLɤVǝL Z
Luc     IHˈFeKTIHN
Luccicos     ˈLUW:TSHIHKǝS
Luce      LUW:S
Luced     =
Lucetta     LUHˈTSHeTǝ
Lucianus     LUHSIHˈAWNǝS
Lucilius     LUHˈSIHLIHǝS
Lucio     ˈLUW:SIHOW: 
Lucios     ˈLUW:SIHOW: Z
Lucy     ˈLUW:SǝIH
Lud’s-town    ˈLɤDZˌTǝUHN
Luke     =
Luke’s     = 
Luna     ˈLUW:Nǝ
Lupercal     ˈLUW:PǝRˌKAAL
M      ˈeM
Macbeth     =
Macbeth’s     = 
Macdonwald     MǝKˈDɒNǝLD
Machiavel    ˈMAWTSHǝˌVIHL
Macmorris     =
Madonna     =
Mahomet    ˈMAA:ǝˌMeT
Maid Marian     ˌMEH::D ˈMAWrIHǝN
Maine     MEH::N
Malcolm     =
Malcolm’s     = 
Mall     MɒL 
Mall’s     MɒL Z
Malmsey     ˈMAO:MZǝIH
Malvolio    AWLˈVOW:LIHOW:
Malvolio’s     MAWLˈVOW:LIHOW:Z
Mantuan     ˈMAWNTYUHǝN
Marcade     MAA:RˈKAWD
Marcellae     MAA:RˈSeLe
March     MAA:RTSH 
March-chick     ˈMAA:RTSH-ˈTSHIHK
Marches     ˈMAA:RTSHIHZ
Mardian     ˈMAA:RDIHǝN
Margarelon     ˌMAA:RGǝˈreLǝN
Maria     MǝˈrǝIHǝ 
Mariana     ˌMAWrIHˈAWNǝ 
Mariana’s     ˌMAWrIHˈAWNǝ Z
Maria’s     MǝˈrǝIHǝ Z
Mars     MAA:RZ 
Mars’s     ˈMAA:RZIHZ
Martext     ˈMAA:RTeKST
Martino     MAA:RˈTIY:NOW:
Martlemass     ˈMAA:RTLMǝS
Mary     ˈMEH::rǝIH
Mass     MAWS
Maud     =
May-morn     ˈMEH::-ˌMAO:RN
Medea     MǝˈDIY:ǝ
Mediterraneum     ˌMeDIHˈTrEH::NIHǝM
Menas     ˈMeNǝS
Menon     ˈMeNǝN
Mephistophilus     ˌMeFIHˈSTɒFIHLǝS
Mercutio    ǝRˈKYUW:SIHOW:
Mercutio’s     MǝRˈKYUW:SIHOW:Z
Meriman     =
Messala     MǝˈSAA:Lǝ
Mexico     ˈMeKSIHKOW:
Michael     ˈMǝIHKǝL
Midas     ˈMǝIHDǝS
Mile End     ˌMǝIHLˈeND
Milford     ˈMIHLFǝRD
Milo     ˈMǝIHLOW:
Miranda     =
Misena     MIHˈSIY:Nǝ
Mithridates     ˌMIHTrIHˈDAA:TIY:Z
Mockwater     ˈMɒKWAA:TǝR
Modena     MǝˈDIY:Nǝ
Mome     MOW:M
Monmouth     ˈMɒNMǝTH
Montacute     ˈMɒNTǝˌKYUW:T
Montano     MɒNˈTAA:NOW:
Montgomery    ɒNTˈGɒMǝˌrǝIH
Moor     MOW:R 
Moore      MOW:R
Moors     MOW:R Z
Mopsa     ˈMɒPSǝ
Mordake     ˈMAO:RDEH::K
Morgan     ˈMAO:RGǝN
Morocco     MǝˈrɒKOW:
Mortimer     ˈMAO:RTIHMǝR 
Mortimers     ˈMAO:RTIHMǝR Z
Moth      MOW:TH
Mouldy      ˈMOW:LDǝIH
Mountanto     MɒNˈTAWNTOW:
Mowbray     ˈMOW:BrEH:: 
Mowbray’s     ˈMOW:BrEH:: Z
Murray     ˈMɤrEH::
Muscadel     ˌMɤSKǝˈDeL
Muscovy    ˈMɤSKǝˌVǝIH
Muskos     ˈMɤSKɒS
Mustardseed      ˈMɤSTǝRDˌSIY:D
Mytilene Per    ˈMIHTǝˌLIHN
Naiades     ˈNǝIHǝˌDIY:Z
Nan     =
Naps      =
Narcissus     NAA:RˈSIHSǝS
Nazarite     ˈNAWZǝˌrǝIHT
Neapolitan     =
Neapolitans     = 
Neapolitan’s     = 
Nebuchadnezzar     NǝˌBUHKǝDˈNeZǝR
Nemean     ˈNIY:MIHǝN
Neoptolymus     ˌNIY:ǝPˈTɒLIHMǝS
Neptune     ˈNePTYǝN 
Neptune’s     ˈNePTYǝN Z
Nerissa     NǝˈrIHSǝ 
Nerissa’s     NǝˈrIHSǝ Z
Nestor-like     ˈNeSTǝR-ˌLǝIHK
Nicanor     NIHˈKEH::NǝR
Nick      =
Nightwork      ˈNǝIHTWAO:RK
Nile     NǝIHL
Nilus     ˈNǝIHLǝS
Noah     ˈNOW:ǝ 
Noah’s     ˈNOW:ǝ Z
Norbery     ˈNAO:RBrǝIH
