filename,fricative,affricate,glide,nasal,liquid,stop,glottal,linguaalveolar,linguapalatal,labiodental,bilabial,linguavelar,linguadental,voiced,voiceless,sibilant,nonsibilant,sonorant,nonsonorant,coronal,noncoronal,monophthong,diphthong,central,front,back,tense,lax,rounded,unrounded,AA,AE,AH,AO,AW,AY,B,CH,D,DH,EH,ER,EY,F,G,HH,IH,IY,JH,K,L,M,N,NG,OW,OY,P,R,S,SH,T,TH,UH,UW,V,W,Y,Z,ZH
1H4_HenryIV,0.30649249366348214,0.020276857087151493,0.05225190095535192,0.18132189510625854,0.15032170013647886,0.28933515305127705,0.03626437902125171,0.5396763501657244,0.10567362058880873,0.06395008773640086,0.14115812049132384,0.05283681029440437,0.060440631702086176,0.6582179762136868,0.3417820237863131,0.14583739520374342,0.8541626047962566,0.38389549619808927,0.6161045038019107,0.5531292649639306,0.4468707350360694,0.842422320862397,0.15757767913760304,0.3069118579581484,0.3779327837666455,0.15757767913760304,0.212428662016487,0.62999365884591,0.17628408370323398,0.666138237159163,0.01678135941084148,0.024749486900881322,0.09296148738379814,0.018471568272365086,0.01231437884824339,0.021489798382228663,0.01750573463720874,0.008451044307618012,0.0538452251599662,0.03271761439092116,0.03175178075576482,0.02390438247011952,0.012676566461427018,0.018230109863576,0.007847398285645298,0.022455632017385006,0.050947724254497166,0.036460219727152,0.004104792949414463,0.02028250633828323,0.0451527224435591,0.030303030303030304,0.07738742001690209,0.004587709766992636,0.01231437884824339,0.0012072920439454304,0.016419171797657853,0.047929494144633586,0.049981890619340816,0.007847398285645298,0.06326210310274055,0.004708438971387179,0.004225522153809006,0.020523964747072316,0.021369069177834116,0.023180007243752264,0.009175419533985272,0.031993239164553905,0.00048291681757817216
1H4_HenryV,0.30333457295153093,0.014751456551382174,0.055039047973224245,0.17776124953514316,0.15433246560059502,0.29478120738812447,0.031734225858435605,0.4989463245320441,0.10611131771414405,0.06768315358869469,0.15024172554853105,0.06805503904797322,0.07722821371017727,0.6562538738068675,0.3437461261931325,0.1266889797942234,0.8733110202057767,0.38713276310896244,0.6128672368910376,0.5560927234411801,0.4439072765588199,0.8078645123613004,0.19213548763869964,0.2770099279735254,0.3749270001946661,0.15592758419310881,0.1763675296865875,0.6314969826747129,0.15748491337356435,0.650379598987736,0.01931232959709179,0.0312784004847016,0.08785216601029991,0.020296879733414118,0.014843986670705847,0.02991517721902454,0.018327779460769463,0.004392608300514996,0.048242956679794,0.04104816722205392,0.031732808239927295,0.019918206604059376,0.015222659800060588,0.021887306876704028,0.010148439866707059,0.01938806422296274,0.05036352620418055,0.03249015449863678,0.00461981217812784,0.023250530142381095,0.04528930627082702,0.033020296879733416,0.06740381702514389,0.008179339594062406,0.01385943653438352,0.0009088155104513784,0.015677067555286278,0.049000302938503486,0.04794001817631021,0.006891850954256286,0.06445016661617692,0.006134504695546804,0.004847016055740685,0.016207209936382916,0.01946379884883369,0.024765222659800062,0.00886095122690094,0.022493183883671615,7.57346258709482e-05
1H4_Hotspur,0.29255189255189257,0.014285714285714285,0.052625152625152626,0.19474969474969475,0.14395604395604394,0.3018315018315018,0.04041514041514042,0.5118437118437118,0.09804639804639805,0.06202686202686203,0.15250305250305252,0.07277167277167278,0.062393162393162394,0.6536019536019536,0.3463980463980464,0.1277167277167277,0.8722832722832723,0.39133089133089133,0.6086691086691086,0.541025641025641,0.45897435897435895,0.8215533980582524,0.17844660194174758,0.29184466019417477,0.3666019417475728,0.16310679611650486,0.19359223300970874,0.6279611650485437,0.17572815533980582,0.6458252427184467,0.019715142428785606,0.024437781109445278,0.08808095952023988,0.019190404797601198,0.009895052473763119,0.027136431784107944,0.01649175412293853,0.0047226386806596705,0.050974512743628186,0.03230884557721139,0.03050974512743628,0.024587706146926538,0.01671664167916042,0.017916041979010495,0.008470764617691154,0.024812593703148426,0.05472263868065967,0.031859070464767617,0.004047976011994003,0.026836581709145428,0.04355322338830585,0.037181409295352325,0.07301349325337331,0.009370314842578711,0.01446776611694153,0.0006746626686656671,0.015817091454272864,0.04482758620689655,0.04287856071964018,0.006971514242878561,0.06671664167916042,0.005997001499250375,0.005772113943028486,0.018290854572713643,0.020164917541229385,0.02413793103448276,0.008170914542728636,0.02833583208395802,0.00022488755622188905
1H4_LadyPercy,0.31337579617834393,0.015286624203821656,0.061146496815286625,0.18853503184713377,0.14394904458598726,0.27770700636942675,0.034394904458598725,0.5248407643312102,0.10573248407643313,0.06751592356687898,0.1375796178343949,0.05222929936305733,0.07770700636942675,0.6522292993630573,0.34777070063694265,0.1337579617834395,0.8662420382165605,0.39363057324840767,0.6063694267515923,0.5477707006369427,0.45222929936305734,0.8079331941544885,0.19206680584551147,0.2651356993736952,0.3695198329853862,0.1732776617954071,0.21085594989561587,0.5970772442588727,0.16701461377870563,0.6409185803757829,0.0189873417721519,0.023734177215189875,0.08386075949367089,0.0189873417721519,0.00949367088607595,0.0379746835443038,0.01977848101265823,0.005537974683544304,0.040348101265822785,0.0379746835443038,0.030854430379746837,0.01661392405063291,0.011867088607594937,0.020569620253164556,0.010284810126582278,0.021360759493670885,0.04588607594936709,0.03955696202531646,0.003955696202531646,0.01661392405063291,0.04430379746835443,0.03164556962025317,0.07990506329113924,0.005537974683544304,0.013449367088607595,0.0,0.011867088607594937,0.04509493670886076,0.05300632911392405,0.0031645569620253164,0.07357594936708861,0.010284810126582278,0.003955696202531646,0.023734177215189875,0.021360759493670885,0.022151898734177215,0.015822784810126583,0.02531645569620253,0.0015822784810126582
1H4_MESSENGERS.1,0.23076923076923078,0.0,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.0,0.7692307692307693,0.23076923076923078,0.07692307692307693,0.9230769230769231,0.6153846153846154,0.38461538461538464,0.6923076923076923,0.3076923076923077,0.875,0.125,0.125,0.25,0.5,0.375,0.5,0.5,0.375,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0
1H4_MESSENGERS.2,0.17647058823529413,0.0,0.0,0.23529411764705882,0.23529411764705882,0.35294117647058826,0.0,0.29411764705882354,0.17647058823529413,0.0,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.6470588235294118,0.35294117647058826,0.11764705882352941,0.8823529411764706,0.47058823529411764,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.8,0.2,0.3,0.3,0.2,0.1,0.7,0.1,0.7,0.037037037037037035,0.0,0.1111111111111111,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.037037037037037035,0.0,0.0,0.1111111111111111,0.1111111111111111,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0
1H4_MESSENGERS.X,0.37373737373737376,0.020202020202020204,0.020202020202020204,0.16161616161616163,0.1717171717171717,0.25252525252525254,0.0707070707070707,0.46464646464646464,0.1414141414141414,0.08080808080808081,0.1414141414141414,0.050505050505050504,0.050505050505050504,0.6666666666666666,0.3333333333333333,0.1717171717171717,0.8282828282828283,0.35353535353535354,0.6464646464646465,0.5656565656565656,0.43434343434343436,0.8275862068965517,0.1724137931034483,0.2413793103448276,0.39655172413793105,0.1896551724137931,0.1724137931034483,0.6551724137931034,0.1724137931034483,0.6551724137931034,0.03184713375796178,0.012738853503184714,0.06369426751592357,0.03821656050955414,0.0,0.05732484076433121,0.012738853503184714,0.012738853503184714,0.06369426751592357,0.025477707006369428,0.03821656050955414,0.025477707006369428,0.006369426751592357,0.03821656050955414,0.006369426751592357,0.044585987261146494,0.05732484076433121,0.03821656050955414,0.0,0.025477707006369428,0.03184713375796178,0.06369426751592357,0.03821656050955414,0.0,0.0,0.0,0.006369426751592357,0.07643312101910828,0.025477707006369428,0.006369426751592357,0.044585987261146494,0.006369426751592357,0.0,0.0,0.012738853503184714,0.006369426751592357,0.006369426751592357,0.07643312101910828,0.0
1H4_MistressQuickly,0.3195084485407066,0.021505376344086023,0.0629800307219662,0.2196620583717358,0.12749615975422426,0.2488479262672811,0.0629800307219662,0.49923195084485406,0.10906298003072197,0.04915514592933948,0.1443932411674347,0.059907834101382486,0.07526881720430108,0.6728110599078341,0.3271889400921659,0.13210445468509985,0.8678955453149002,0.41013824884792627,0.5898617511520737,0.5161290322580645,0.4838709677419355,0.7354260089686099,0.2645739910313901,0.21973094170403587,0.2982062780269058,0.21748878923766815,0.20179372197309417,0.5336322869955157,0.21076233183856502,0.5246636771300448,0.023701002734731084,0.0300820419325433,0.06836827711941659,0.02917046490428441,0.018231540565177756,0.04557885141294439,0.01276207839562443,0.0027347310847766638,0.053783044667274384,0.03099361896080219,0.020966271649954422,0.020966271649954422,0.014585232452142206,0.010938924339106655,0.004557885141294439,0.037374658158614404,0.03555150410209663,0.03463992707383774,0.010027347310847767,0.020966271649954422,0.03372835004557885,0.04284412032816773,0.07748404740200547,0.010027347310847767,0.027347310847766638,0.0018231540565177757,0.011850501367365542,0.041932543299908843,0.049225159525979945,0.0036463081130355514,0.04375569735642662,0.013673655423883319,0.009115770282588878,0.02643573381950775,0.018231540565177756,0.018231540565177756,0.019143117593436645,0.02552415679124886,0.0
1H4_Mortimer,0.29193899782135074,0.0196078431372549,0.05991285403050109,0.19934640522875818,0.13071895424836602,0.2984749455337691,0.034858387799564274,0.5239651416122004,0.10784313725490197,0.058823529411764705,0.14705882352941177,0.06427015250544663,0.06318082788671024,0.6427015250544662,0.3572984749455338,0.13507625272331156,0.8649237472766884,0.3899782135076253,0.6100217864923747,0.5370370370370371,0.46296296296296297,0.8436426116838488,0.1563573883161512,0.3075601374570447,0.38316151202749144,0.15292096219931273,0.20962199312714777,0.634020618556701,0.18213058419243985,0.6615120274914089,0.018666666666666668,0.030666666666666665,0.08933333333333333,0.017333333333333333,0.009333333333333334,0.03133333333333333,0.015333333333333332,0.007333333333333333,0.05,0.03266666666666666,0.028,0.03,0.012,0.020666666666666667,0.005333333333333333,0.021333333333333333,0.056666666666666664,0.03333333333333333,0.004666666666666667,0.024,0.03866666666666667,0.032,0.08,0.01,0.007333333333333333,0.0006666666666666666,0.020666666666666667,0.04133333333333333,0.042,0.009333333333333334,0.06733333333333333,0.006,0.005333333333333333,0.018,0.015333333333333332,0.022,0.014666666666666666,0.030666666666666665,0.0006666666666666666
1H4_Northumberland,0.292817679558011,0.011049723756906077,0.058011049723756904,0.18232044198895028,0.1464088397790055,0.30939226519337015,0.03867403314917127,0.47790055248618785,0.13812154696132597,0.04696132596685083,0.16022099447513813,0.07458563535911603,0.06353591160220995,0.6602209944751382,0.3397790055248619,0.143646408839779,0.856353591160221,0.3867403314917127,0.6132596685082873,0.569060773480663,0.430939226519337,0.8440366972477065,0.1559633027522936,0.27522935779816515,0.39908256880733944,0.16972477064220184,0.17889908256880735,0.6651376146788991,0.17889908256880735,0.6651376146788991,0.015517241379310345,0.020689655172413793,0.08448275862068966,0.02413793103448276,0.005172413793103448,0.02586206896551724,0.015517241379310345,0.0034482758620689655,0.0603448275862069,0.032758620689655175,0.027586206896551724,0.01896551724137931,0.01896551724137931,0.017241379310344827,0.010344827586206896,0.02413793103448276,0.06896551724137931,0.032758620689655175,0.0034482758620689655,0.022413793103448276,0.03103448275862069,0.034482758620689655,0.06551724137931035,0.013793103448275862,0.006896551724137931,0.0017241379310344827,0.02413793103448276,0.0603448275862069,0.039655172413793106,0.013793103448275862,0.0603448275862069,0.006896551724137931,0.008620689655172414,0.015517241379310345,0.01206896551724138,0.02586206896551724,0.010344827586206896,0.034482758620689655,0.0017241379310344827
1H4_Ostler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1H4_Peto,0.24203821656050956,0.006369426751592357,0.05732484076433121,0.19745222929936307,0.09554140127388536,0.4012738853503185,0.050955414012738856,0.5286624203821656,0.05732484076433121,0.03821656050955414,0.1910828025477707,0.08280254777070063,0.050955414012738856,0.6560509554140127,0.34394904458598724,0.10191082802547771,0.8980891719745223,0.3503184713375796,0.6496815286624203,0.535031847133758,0.46496815286624205,0.7745098039215687,0.22549019607843138,0.29411764705882354,0.3235294117647059,0.1568627450980392,0.21568627450980393,0.5588235294117647,0.18627450980392157,0.5882352941176471,0.011583011583011582,0.02702702702702703,0.09266409266409266,0.015444015444015444,0.011583011583011582,0.04633204633204633,0.023166023166023165,0.003861003861003861,0.0888030888030888,0.023166023166023165,0.019305019305019305,0.023166023166023165,0.015444015444015444,0.007722007722007722,0.015444015444015444,0.03088803088803089,0.03861003861003861,0.04247104247104247,0.0,0.023166023166023165,0.02702702702702703,0.04247104247104247,0.06563706563706563,0.011583011583011582,0.015444015444015444,0.0,0.019305019305019305,0.03088803088803089,0.04247104247104247,0.0,0.07335907335907337,0.007722007722007722,0.015444015444015444,0.019305019305019305,0.015444015444015444,0.03088803088803089,0.003861003861003861,0.019305019305019305,0.0
1H4_Poins,0.33177132146204313,0.02436738519212746,0.06560449859418932,0.15089034676663543,0.16776007497656983,0.25960637300843487,0.044048734770384255,0.48828491096532334,0.1190253045923149,0.08153701968134958,0.13964386129334583,0.061855670103092786,0.06560449859418932,0.6438612933458294,0.3561387066541706,0.14058106841611998,0.85941893158388,0.38425492033739456,0.6157450796626054,0.5529522024367385,0.44704779756326146,0.8243451463790447,0.17565485362095531,0.2465331278890601,0.41910631741140214,0.15870570107858242,0.18335901386748846,0.6409861325115562,0.17257318952234207,0.6517719568567026,0.017482517482517484,0.04487179487179487,0.07051282051282051,0.022727272727272728,0.013986013986013986,0.024475524475524476,0.013986013986013986,0.00641025641025641,0.043706293706293704,0.03904428904428905,0.04020979020979021,0.022727272727272728,0.01048951048951049,0.030303030303030304,0.008158508158508158,0.027389277389277388,0.04195804195804196,0.03146853146853147,0.008741258741258742,0.023892773892773892,0.0472027972027972,0.03263403263403263,0.054778554778554776,0.00641025641025641,0.015734265734265736,0.0017482517482517483,0.01048951048951049,0.05710955710955711,0.054778554778554776,0.005244755244755245,0.06118881118881119,0.0017482517482517483,0.004662004662004662,0.015151515151515152,0.020396270396270396,0.02972027972027972,0.011072261072261072,0.026806526806526808,0.0005827505827505828
