,front,monophthong,central,unrounded,diphthong,tense,lax,back,rounded,linguaalveolar,linguapalatal,fricative,nonsonorant,glide,affricate,voiceless,liquid,nasal,labiodental,bilabial,stop,linguavelar,coronal,glottal,sonorant,nonsibilant,voiced,sibilant,noncoronal,linguadental,
1H4,Westmoreland,124,301,107,235,53,61,240,70,66,294,170,66,17,353,166,103,30,91,70,69,36,301,326,16,227,380,235,107,88,36,200,240,44,80,500,124,53,61,254,
2H4,Feeble,37,70,18,51,28,17,53,15,19,81,39,19,1,88,48,31,6,30,15,14,10,70,77,4,63,98,51,18,19,13,53,53,6,23,128,37,28,17,74,
1H6,SERVANTS.1,1,6,3,4,1,2,4,2,2,10,3,2,1,8,4,3,0,0,2,0,1,6,7,0,4,7,4,3,1,0,5,4,1,2,10,1,1,2,5,
2H4,Falstaff,2492,5357,1812,4214,1098,1261,4096,1053,1143,4883,2965,1143,144,6086,2977,1853,618,1631,1053,1033,720,5357,5336,378,3854,6490,4214,1812,1411,590,3450,4096,677,1292,8648,2492,1098,1261,4604,
2H4,Epilogue,156,343,102,257,64,101,242,85,86,307,134,86,16,336,186,134,37,122,85,75,33,343,289,10,272,406,257,102,79,59,202,242,24,63,545,156,64,101,319,
Cym,Soothsayer,152,326,122,264,60,83,243,52,62,322,197,62,16,385,172,117,45,89,52,74,28,326,346,11,229,391,264,122,86,26,223,243,45,96,518,152,60,83,268,
1H4,Sheriff,23,57,17,43,15,12,45,17,14,62,28,14,1,64,35,28,5,18,17,17,9,57,69,5,59,86,43,17,27,4,37,45,7,11,112,23,15,12,54,
H5,SOLDIERS.FRENCH.LeFer,28,68,20,50,5,29,39,20,18,59,26,18,7,64,31,22,9,24,20,15,5,68,50,0,48,76,50,20,18,8,36,39,0,17,95,28,5,29,62,
Jn,Melun,150,316,102,252,65,72,244,64,64,289,200,64,6,367,161,115,55,90,64,71,41,316,326,19,244,411,252,102,90,39,200,244,46,80,531,150,65,72,285,
Err,Merchant1,46,121,40,86,25,35,86,35,35,111,58,35,4,138,76,42,17,32,35,31,16,121,115,6,86,138,86,40,30,14,86,86,11,24,200,46,25,35,109,
1H6,MESSENGERS.ENGLISH.1,48,127,45,94,22,26,101,34,33,134,67,33,4,149,78,42,16,40,34,29,21,127,144,4,106,166,94,45,40,24,89,101,11,36,219,48,22,26,111,
Shr,Biondello,340,797,294,602,144,203,594,163,195,757,440,195,19,894,435,283,78,230,163,147,94,797,771,61,561,902,602,294,185,93,553,594,88,213,1242,340,144,203,684,
Shr,HUNTSMEN.0.1,15,34,12,27,10,4,30,7,7,40,16,7,0,46,30,10,1,13,7,6,5,34,45,3,25,43,27,12,12,3,28,30,3,9,62,15,10,4,26,
1H4,SERVANTS.HOTSPUR.1,8,16,3,10,6,4,12,5,6,15,7,6,0,14,7,7,1,5,5,5,1,16,16,3,16,24,10,3,8,1,6,12,0,3,27,8,6,4,14,
Ham,Marcellus,173,419,141,314,120,86,333,105,105,442,246,105,13,519,260,155,49,129,105,90,59,419,487,29,331,536,314,141,132,44,314,333,52,116,734,173,120,86,363,
R3,Clarence,600,1318,438,1025,282,321,997,280,293,1289,776,293,43,1619,800,444,177,399,280,251,172,1318,1388,105,945,1685,1025,438,365,136,879,997,171,323,2241,600,282,321,1176,
Lr,Regan,587,1351,465,971,309,399,952,299,380,1343,836,380,42,1630,752,482,174,401,299,311,135,1351,1427,117,998,1632,971,465,355,161,996,952,147,398,2230,587,309,399,1201,
LLL,Longaville,211,464,157,358,134,136,328,96,106,473,300,106,10,601,291,151,62,150,96,111,58,464,536,32,348,608,358,157,143,54,341,328,63,143,806,211,134,136,413,
JC,COMMONERS.Carpenter,0,5,4,3,1,2,3,1,2,3,1,2,0,4,3,1,0,2,1,1,1,5,3,0,3,3,3,4,1,1,4,3,0,1,6,0,1,2,4,
1H6,Lawyer,7,24,9,18,8,4,20,8,6,29,11,6,0,25,14,11,1,9,8,5,4,24,27,1,25,35,18,9,9,5,15,20,1,8,42,7,8,4,23,
H8,Lovell,196,469,182,349,97,122,347,91,120,445,259,120,15,557,283,165,55,125,91,106,80,469,497,28,345,588,349,182,133,47,314,347,63,113,789,196,97,122,405,
H8,Crier,15,35,14,27,0,8,27,6,8,23,9,8,0,32,23,18,3,5,6,4,18,35,25,1,27,39,27,14,7,2,20,27,5,0,59,15,0,8,34,
TN,Sebastian,476,986,322,767,234,270,716,188,219,918,544,219,26,1113,543,363,126,320,188,220,93,986,1003,48,744,1242,767,322,260,121,615,716,132,238,1619,476,234,270,854,
WT,Shepherd,462,945,289,733,222,254,691,194,212,895,541,212,30,1122,551,344,92,320,194,174,132,945,950,83,691,1157,733,289,224,123,656,691,117,249,1564,462,222,254,863,
TNK,Prologue,109,256,95,194,60,71,185,52,62,285,163,62,7,331,161,91,33,85,52,51,22,256,298,19,192,320,194,95,75,26,203,185,28,83,440,109,60,71,225,
Cym,Cloten,911,1945,652,1516,413,486,1459,382,429,1828,1142,429,49,2237,1046,734,250,575,382,381,228,1945,1940,144,1424,2367,1516,652,480,210,1294,1459,255,493,3168,911,413,486,1721,
Ham,Guildenstern,149,340,114,267,68,89,251,77,73,304,170,73,7,365,188,128,48,125,77,84,30,340,336,17,272,433,267,114,107,37,204,251,29,76,561,149,68,89,301,
Tro,Menelaus,35,78,23,55,21,27,51,20,23,61,40,23,0,86,46,30,12,28,20,25,15,78,75,7,70,113,55,23,28,12,43,51,8,13,143,35,21,27,81,
H5,Alice,75,121,24,109,12,33,88,22,12,131,42,12,5,118,71,49,9,45,22,10,8,121,111,1,86,139,109,24,26,11,65,88,0,32,172,75,12,33,93,
AWW,Lafew,931,2171,773,1648,487,557,1614,467,523,1993,1276,523,50,2509,1183,736,278,597,467,439,273,2171,2180,174,1536,2656,1648,773,552,248,1389,1614,291,533,3512,931,487,557,1865,
Tim,SERVANTS.Page,14,31,9,24,11,6,25,8,7,36,18,7,2,39,19,12,1,8,8,3,4,31,33,1,21,43,24,9,3,6,17,25,7,9,51,14,11,6,27,
H5,Cambridge,50,119,40,93,19,29,90,29,26,116,53,26,5,130,72,44,15,30,29,27,12,119,113,3,81,140,93,40,24,13,71,90,8,27,184,50,19,29,98,
3H6,Rivers,26,57,20,48,10,6,51,11,9,52,32,9,3,64,29,25,6,28,11,13,9,57,54,1,52,80,48,20,14,13,36,51,7,18,98,26,10,6,62,
Tim,LORDS.0.3,7,20,6,15,8,8,12,7,5,16,10,5,1,17,6,9,3,10,7,6,1,20,17,1,21,29,15,6,8,4,9,12,1,5,33,7,8,8,21,
Wiv,Host,402,786,236,638,195,233,553,148,148,728,481,148,19,952,452,249,72,261,148,149,119,786,828,89,570,959,638,236,236,85,563,553,104,216,1306,402,195,233,694,
Lr,SOLDIERS.CAPTAINS.2,0,2,2,2,1,0,2,0,0,5,1,0,0,5,4,2,0,2,0,1,0,2,5,0,3,4,2,2,1,0,4,2,0,1,7,0,1,0,3,
H5,Rambures,35,76,24,58,9,20,56,17,18,69,41,18,3,81,37,20,6,18,17,21,9,76,84,7,59,100,58,24,29,10,40,56,10,18,122,35,9,20,56,
JC,Caesar,558,1109,339,883,215,303,806,212,226,1101,650,226,25,1288,613,394,118,327,212,221,114,1109,1189,75,809,1339,883,339,301,114,758,806,141,316,1781,558,215,303,908,
Ant,MESSENGERS.X.4,1,5,3,2,0,2,3,1,3,2,2,3,0,4,2,1,0,2,1,0,1,5,3,0,2,4,2,3,1,0,2,3,1,1,5,1,0,2,3,
Mac,Ross,402,894,327,704,215,197,697,165,190,945,558,190,27,1123,538,336,109,291,165,183,122,894,1014,60,714,1211,704,327,260,118,626,697,127,262,1575,402,215,197,823,
TN,OFFICERS.1,46,87,26,69,28,18,69,15,18,87,61,18,1,112,50,34,10,24,15,20,10,87,94,11,66,114,69,26,17,15,64,69,16,24,154,46,28,18,84,
MND,FAIRIES.TITANIA.Cobweb,6,8,1,8,3,2,6,1,0,5,2,0,0,8,6,1,0,5,1,3,2,8,7,1,8,13,8,1,4,3,3,6,0,1,15,6,3,2,9,
Err,Pinch,53,94,24,79,26,23,71,17,15,114,65,15,3,127,59,48,11,31,17,22,10,94,115,9,84,142,79,24,29,7,69,71,14,31,180,53,26,23,96,
MV,Shylock,1221,2725,894,2143,631,659,2066,610,582,2601,1525,582,113,3184,1546,1008,331,844,610,571,330,2725,2701,190,2020,3410,2143,894,686,326,1794,2066,337,667,4537,1221,631,659,2503,
AWW,LORDS.COURT.3,5,11,4,8,0,3,8,2,3,10,5,3,0,11,6,5,2,1,2,2,2,11,9,1,8,12,8,4,1,2,7,8,1,1,18,5,0,3,10,
MM,Pompey,565,1300,449,928,226,369,931,286,372,1101,701,372,34,1409,674,429,164,364,286,314,153,1300,1208,94,903,1479,928,449,304,170,833,931,122,321,1991,565,226,369,1104,
AYL,SERVANTS.1,102,201,76,171,44,46,155,23,30,184,106,30,2,223,115,80,19,65,23,36,42,201,240,16,166,269,171,76,61,25,120,155,27,44,345,102,44,46,149,
Ham,Gertrude,493,1004,319,797,237,247,757,192,207,1007,598,207,28,1226,600,352,102,317,192,204,144,1004,1122,94,776,1286,797,319,308,116,716,757,134,268,1734,493,237,247,880,
2H4,Archbishop,490,1148,420,889,230,291,857,238,259,1133,671,259,32,1363,660,417,141,326,238,254,156,1148,1231,79,862,1470,889,420,337,108,755,857,136,315,1910,490,230,291,994,
R2,Northumberland,525,1136,395,908,221,266,870,216,228,1103,687,228,36,1396,673,379,129,354,216,267,154,1136,1248,102,860,1458,908,395,359,122,798,870,147,309,1947,525,221,266,1008,
Ham,PLAYERS.0.1,5,13,4,8,3,3,10,4,5,7,8,5,0,12,4,3,2,5,4,5,0,13,11,2,11,15,8,4,4,4,8,10,2,2,21,5,3,3,12,
2H6,Salisbury,320,743,279,579,151,168,575,144,164,717,421,164,21,894,452,270,107,228,144,164,109,743,814,52,582,967,579,279,234,78,509,575,99,163,1313,320,151,168,662,
1H6,JAILERS.0.1,14,34,13,24,4,9,25,7,10,32,11,10,2,29,16,16,2,13,7,7,4,34,30,2,33,45,24,13,11,6,17,25,2,5,57,14,4,9,32,
Mac,ATTENDANTS,6,19,7,13,3,5,14,6,6,22,8,6,2,25,15,6,1,4,6,3,6,19,24,1,14,25,13,7,6,2,14,14,2,4,35,6,3,5,15,
Ant,Enobarbus,1229,2523,846,1973,478,714,1809,448,550,2358,1502,550,68,2935,1365,819,316,723,448,498,303,2523,2571,192,1763,2972,1973,846,638,306,1726,1809,308,686,4012,1229,478,714,2127,
Per,Bolt,253,623,245,468,151,169,454,125,155,550,385,155,17,752,350,211,76,223,125,148,87,623,613,57,460,741,468,245,152,97,471,454,71,181,1031,253,151,169,599,
LLL,King,1062,2285,758,1796,525,563,1722,465,489,2254,1403,489,76,2766,1287,808,296,727,465,566,243,2285,2493,144,1779,2943,1796,758,653,318,1602,1722,315,648,3897,1062,525,563,2052,
Tim,LADIES.0.1,6,12,3,9,4,3,9,3,3,13,7,3,0,16,9,5,2,4,3,3,3,12,17,0,11,16,9,3,5,1,11,9,2,3,24,6,4,3,10,
H8,Chancellor,93,214,69,160,38,51,163,52,54,204,110,54,9,231,112,80,26,65,52,64,23,214,231,8,181,275,160,69,76,25,137,163,22,54,358,93,38,51,181,
AYL,DukeFrederick,239,522,176,404,106,141,381,107,118,501,317,118,13,611,281,192,53,148,107,96,54,522,537,38,366,631,404,176,120,54,346,381,87,139,838,239,106,141,440,
Ant,Mardian,67,129,48,115,22,27,102,14,14,141,66,14,3,152,83,60,11,39,14,23,14,129,135,7,98,174,115,48,23,15,76,102,15,33,217,67,22,27,115,
Wiv,HughEvans,844,1810,642,1406,346,445,1365,324,404,1725,1036,404,63,2016,917,558,203,496,324,419,187,1810,1767,120,1280,2228,1406,642,478,244,1068,1365,146,567,2729,844,346,445,1529,
H8,Chamberlain,500,1078,340,826,241,282,796,238,252,1037,684,252,32,1312,596,346,147,314,238,270,166,1078,1197,87,843,1402,826,340,353,144,753,796,134,316,1839,500,241,282,958,
Shr,SERVANTS.PETRUCHIO.Phillip,3,5,2,3,2,5,0,0,2,3,6,2,0,6,0,1,0,0,0,3,0,5,5,4,4,4,3,2,3,0,6,0,0,2,8,3,2,5,5,
3H6,SOLDIERS.MONTGOMERY,1,5,2,2,1,1,4,2,3,4,4,3,0,6,2,1,2,1,2,1,1,5,8,0,5,9,2,2,3,1,2,4,2,0,11,1,1,1,3,
MND,Starveling,40,84,23,61,12,26,58,21,23,72,51,23,0,93,42,32,8,26,21,9,7,84,82,6,52,96,61,23,14,6,49,58,17,20,125,40,12,26,63,
MM,Abhorson,73,154,41,105,15,52,102,40,49,106,70,49,2,151,79,34,19,36,40,37,25,154,132,9,96,136,105,41,42,20,111,102,15,27,220,73,15,52,115,
Mac,Gentlewoman,84,190,70,140,34,60,130,36,50,177,115,50,4,229,110,59,21,47,36,34,23,190,174,27,114,190,140,70,36,19,153,130,14,53,290,84,34,60,169,
Jn,Blanche,153,293,87,235,84,75,218,53,58,288,195,58,12,363,156,117,34,108,53,55,31,293,332,20,234,399,235,87,81,36,198,218,61,80,517,153,84,75,265,
2H6,Horner,93,182,57,143,35,42,140,32,39,155,94,39,6,191,91,69,25,52,32,28,25,182,152,13,125,202,143,57,38,18,114,140,18,38,278,93,35,42,164,
MND,Hippolyta,101,240,95,189,55,61,179,44,51,257,154,51,14,302,134,97,30,68,44,44,34,240,255,16,182,330,189,95,60,25,154,179,35,73,411,101,55,61,229,
Err,AntipholusOfSyracuse,918,1910,583,1465,502,536,1374,409,445,1934,1129,445,57,2218,1032,801,230,599,409,414,214,1910,2059,102,1548,2470,1465,583,515,232,1296,1374,273,524,3242,918,502,536,1707,
Ant,GUARDS.0.2,6,12,4,11,5,2,10,2,1,13,10,1,0,15,5,3,2,2,2,2,0,12,14,2,7,13,11,4,3,1,9,10,1,5,17,6,5,2,8,
Tro,Deiphobus,9,17,6,14,2,4,13,2,3,17,9,3,0,22,13,2,1,2,2,3,3,17,21,1,7,17,14,6,5,0,12,13,2,5,24,9,2,4,8,
H5,Chorus,829,1810,664,1461,320,370,1440,317,349,1788,1110,349,76,2214,1028,689,240,504,317,390,286,1810,1988,132,1396,2338,1461,664,562,145,1272,1440,270,468,3142,829,320,370,1622,
R2,Aumerle,296,638,196,481,174,170,468,146,157,644,380,157,22,771,369,266,79,223,146,156,75,638,709,46,535,850,481,196,203,66,456,468,83,172,1134,296,174,170,597,
TGV,Lucetta,236,523,162,395,122,136,387,125,128,499,271,128,10,583,302,207,57,172,125,118,73,523,538,28,420,640,395,162,135,78,363,387,56,130,873,236,122,136,465,
Ant,ATTENDANTS.ANTONY,1,2,0,2,1,1,1,1,0,3,1,0,0,2,1,1,1,1,1,0,0,2,2,0,3,3,2,0,1,1,2,1,0,0,5,1,1,1,3,
Per,LORDS.MYTILENE.0.1,5,13,7,8,3,5,8,1,5,12,8,5,1,14,5,5,2,8,1,0,0,13,9,2,10,18,8,7,0,5,6,8,0,4,20,5,3,5,15,
LLL,Maria,125,256,69,199,64,49,207,62,57,270,160,57,8,314,146,90,30,87,62,59,27,256,300,18,213,338,199,69,87,36,189,207,36,76,451,125,64,49,227,
Tim,Poet,332,772,283,595,160,192,580,157,177,820,514,177,31,966,421,287,130,212,157,140,89,772,829,76,584,962,595,283,224,73,588,580,83,225,1325,332,160,192,721,
H8,Page,2,3,1,3,0,0,3,0,0,3,3,0,0,6,3,0,0,0,0,1,1,3,5,1,1,1,3,1,1,0,6,3,1,1,6,2,0,0,2,
Rom,SERVANTS.MONTAGUE.Balthasar,108,229,66,166,47,63,166,55,63,249,127,63,4,258,127,101,23,69,55,40,15,229,244,20,183,289,166,66,62,20,152,166,25,59,382,108,47,63,197,
Ant,Boy,13,28,13,24,13,6,22,2,4,28,19,4,0,47,28,10,3,13,2,8,12,28,38,1,26,52,24,13,12,4,21,22,8,7,66,13,13,6,35,
Per,PIRATES.0.3,3,9,5,7,1,2,7,1,2,10,6,2,0,12,6,3,1,3,1,1,1,9,10,2,6,10,7,5,3,0,8,7,0,3,15,3,1,2,8,
TNK,MESSENGERS.X.1,150,307,112,251,75,73,234,45,56,337,227,56,15,401,159,123,36,96,45,63,43,307,340,45,245,419,251,112,85,37,227,234,26,120,526,150,75,73,306,
R3,CITIZENS.2,48,109,38,85,16,26,83,23,24,101,62,24,2,112,48,36,17,27,23,24,9,109,105,10,86,137,85,38,39,11,61,83,10,25,173,48,16,26,93,
1H6,SERVANTS.GLOUCESTER.0.1,16,49,20,33,5,15,34,13,16,42,18,16,0,50,32,9,3,12,13,11,8,49,49,0,32,53,33,20,16,7,29,34,6,9,73,16,5,15,33,
R3,Tyrrel,119,267,95,214,49,65,202,53,53,262,152,53,15,329,162,88,29,86,53,59,26,267,297,12,193,345,214,95,82,23,177,202,48,63,459,119,49,65,225,
2H6,MESSENGERS.1,36,95,40,69,12,21,74,19,26,107,58,26,3,119,58,34,11,22,19,21,14,95,112,9,74,129,69,40,37,3,64,74,9,29,164,36,12,21,81,
2H6,Thump,85,170,47,129,58,47,123,38,41,151,100,41,1,204,103,72,24,65,38,38,29,170,182,15,141,222,129,47,55,14,123,123,23,38,307,85,58,47,163,
Cor,CONSPIRATORS,8,9,0,8,1,0,9,1,1,8,3,1,0,10,7,2,1,2,1,1,5,9,9,2,9,10,8,0,7,0,9,9,0,0,19,8,1,0,10,
Per,SAILORS.TYRE.1,17,41,12,28,4,10,31,12,13,32,21,13,2,40,17,10,5,10,12,13,5,41,37,5,32,54,28,12,17,5,18,31,2,9,63,17,4,10,35,
Mac,SERVANTS.X.2,2,6,2,5,4,0,6,2,1,6,4,1,0,9,5,1,0,3,2,2,1,6,11,0,6,10,5,2,4,1,5,6,3,1,14,2,4,0,4,
Per,SERVANTS.CERIMON.0.1,14,33,11,23,6,7,26,8,10,31,23,10,2,39,14,6,4,5,8,7,1,33,33,1,13,25,23,11,6,1,27,26,3,15,37,14,6,7,19,
Mac,MURDERERS.1,68,143,46,115,39,31,112,29,28,165,86,28,10,180,84,47,9,45,29,25,12,143,169,10,107,194,115,46,38,22,93,112,21,46,241,68,39,31,118,
Cym,SOLDIERS.BRITON.0.2,27,48,14,41,5,9,39,7,7,34,33,7,0,54,21,16,8,13,7,10,8,48,44,9,34,59,41,14,14,4,29,39,6,10,78,27,5,9,44,
Lr,Kent,1068,2482,840,1835,600,636,1846,574,647,2466,1454,647,80,2959,1425,932,308,703,574,589,357,2482,2675,165,1931,3180,1835,840,731,268,1710,1846,302,679,4211,1068,600,636,2215,
Cym,Queen,514,1156,395,850,258,353,803,247,306,1111,720,306,46,1441,675,394,142,329,247,250,176,1156,1221,86,800,1392,850,395,276,130,849,803,147,345,1896,514,258,353,1020,
Shr,SERVANTS.PETRUCHIO.Joseph,3,6,3,4,0,5,1,0,2,3,5,2,0,6,1,0,0,1,0,3,0,6,6,3,4,4,4,3,3,1,6,1,0,2,8,3,0,5,4,
Ant,MESSENGERS.X.5,5,9,3,8,0,3,6,1,1,8,3,1,0,7,4,4,1,1,1,0,1,9,6,0,5,8,8,3,1,0,4,6,1,1,11,5,0,3,6,
Oth,Iago,3791,8168,2638,6324,1742,2056,6112,1739,1844,7868,4738,1844,258,9570,4574,2894,1016,2401,1739,1753,997,8168,8335,673,6052,9938,6324,2638,2183,975,5684,6112,914,2135,13487,3791,1742,2056,7287,
Tim,FRIENDS.Sempronius,86,179,61,141,50,48,131,32,38,199,135,38,7,245,103,87,28,57,32,39,17,179,206,27,144,242,141,61,49,8,147,131,22,58,331,86,50,48,183,
Cor,SOLDIERS.ROMAN,1,7,3,4,3,2,5,3,3,12,4,3,0,10,6,3,0,3,3,1,0,7,11,1,7,8,4,3,3,1,9,5,0,3,14,1,3,2,6,
H8,Sands,140,302,98,237,87,58,244,64,65,286,169,65,8,343,166,121,43,104,64,70,49,302,330,20,259,411,237,98,102,36,191,244,30,76,526,140,87,58,272,
1H4,Bardolph,75,193,61,143,44,50,143,57,50,199,102,50,7,211,102,74,21,63,57,50,17,193,206,4,162,255,143,61,55,33,118,143,19,58,315,75,44,50,167,
H8,SERVANTS.PORTER.1,132,311,110,239,77,74,237,69,72,303,177,72,10,362,175,119,31,111,69,58,35,311,319,24,234,380,239,110,79,36,216,237,34,88,508,132,77,74,277,
2H4,Poins,227,476,144,367,92,112,364,105,109,446,286,109,11,578,281,151,49,138,105,92,67,476,487,35,307,549,367,144,110,46,336,364,58,144,741,227,92,112,398,
Tit,YoungLucius,138,292,84,227,98,71,221,70,65,268,161,65,3,329,165,130,48,124,70,72,35,292,300,16,268,423,227,84,91,47,174,221,34,63,534,138,98,71,297,
AYL,Hymen,62,144,43,102,22,39,105,39,42,134,100,42,4,175,71,55,15,35,39,41,18,144,151,22,113,191,102,43,34,24,97,105,23,40,248,62,22,39,137,
AWW,LORDS.DUMAINE.1,518,1162,421,909,209,306,856,223,253,1033,652,253,30,1296,614,405,149,337,223,215,149,1162,1059,119,822,1339,909,421,284,133,779,856,116,268,1850,518,209,306,1059,
MND,FAIRIES.TITANIA,22,60,28,48,20,14,46,10,12,58,18,12,2,44,24,22,4,24,10,8,6,60,58,2,62,86,48,28,34,6,20,46,4,8,98,22,20,14,48,
Ado,Antonio,7,17,5,11,4,6,11,5,6,15,2,6,0,14,12,6,1,5,5,2,1,17,13,1,11,13,11,5,2,3,12,11,0,0,25,7,4,6,12,
Wiv,MasterFord,1141,2463,801,1875,581,670,1793,521,588,2278,1417,588,99,2833,1317,859,311,804,521,496,279,2463,2357,197,1792,2909,1875,801,604,329,1716,1793,260,649,3976,1141,581,670,2268,
Ant,SOLDIERS.ANTONY,5,12,2,8,6,4,8,5,4,18,7,4,2,17,8,7,0,1,5,4,2,12,14,3,12,19,8,2,4,1,10,8,1,3,26,5,6,4,15,
Oth,Desdemona,1180,2571,758,1924,660,665,1906,633,647,2399,1394,647,71,2862,1397,979,339,837,633,548,275,2571,2525,228,2013,3216,1924,758,727,307,1659,1906,249,578,4297,1180,660,665,2350,
Err,OFFICERS.X,36,86,30,60,25,33,53,20,26,76,48,26,4,98,46,30,6,27,20,18,10,86,76,15,61,108,60,30,19,12,51,53,7,20,139,36,25,33,83,
Lr,Burgundy,26,72,32,55,18,16,56,14,17,71,41,17,4,82,37,28,7,18,14,20,9,72,70,6,56,87,55,32,21,7,51,56,7,21,117,26,18,16,68,
Mac,MURDERERS.3,15,38,14,30,10,8,30,9,8,40,27,8,0,53,26,11,2,13,9,9,6,38,48,7,29,49,30,14,14,4,33,30,5,13,69,15,10,8,34,
R3,MURDERERS.2,204,420,137,327,97,100,320,79,93,432,233,93,14,515,268,162,52,142,79,71,55,420,436,37,321,526,327,137,106,53,310,320,47,97,739,204,97,100,400,
Tim,Phrynia,14,30,7,22,8,5,25,9,8,30,16,8,0,35,19,15,4,14,9,6,7,30,37,1,33,51,22,7,14,4,17,25,6,5,63,14,8,5,31,
R3,Dorset,65,139,46,111,21,30,109,28,28,129,69,28,10,156,77,41,16,41,28,31,19,139,139,9,104,174,111,46,46,17,86,109,15,29,231,65,21,30,121,
1H4,Gadshill,143,313,111,241,77,83,230,59,72,288,182,72,10,368,176,130,34,88,59,61,63,313,321,21,239,391,241,111,82,27,216,230,52,75,532,143,77,83,286,
1H6,Somerset,239,482,148,382,132,93,389,95,100,519,283,100,16,611,312,173,57,154,95,129,65,482,566,31,405,673,382,148,164,68,343,389,61,134,882,239,132,93,450,
JC,Brutus,2449,5253,1710,4119,1131,1379,3874,1094,1134,5032,3046,1134,137,6109,2926,1815,629,1559,1094,1079,611,5253,5408,353,3794,6410,4119,1710,1411,568,3493,3874,640,1424,8479,2449,1131,1379,4495,
