filename,bilabilal,linguaalveolar,linguadental,labiodental,linguavelar,glottal,linguapalatal
Cym_ATTENDANTS.CLOTEN.2,11.96,49.33,6.57,7.41,6.74,4.89,13.14
MM_Escalus,17.71,47.51,5.75,6.51,5.68,4.48,12.41
Ado_WATCHMEN.1,16.34,49.01,6.44,5.45,3.97,5.45,13.37
Rom_Tybalt,15.96,46.84,8.8,6.34,7.57,4.09,10.43
Jn_RobertFaulconbridge,19.33,48.46,9.53,7.29,4.49,4.77,6.17
Mac_MESSENGERS.2,15.16,51.52,2.28,8.34,3.79,3.04,15.91
Tim_SERVANTS.TIMON.Lucilius,12.91,46.78,3.23,8.07,9.68,3.23,16.13
Tmp_Francisco,14.38,53.13,5.63,4.38,5.0,9.38,8.13
1H6_Charles,15.32,50.0,7.36,7.76,6.36,2.76,10.47
Rom_SERVANTS.PARIS.1,16.2,54.23,9.16,4.23,4.23,2.82,9.16
2H6_MESSENGERS.X.3,15.85,48.52,3.97,5.95,8.92,3.97,12.88
Cor_MESSENGERS.X.4,12.84,52.71,8.79,4.73,8.11,4.73,8.11
2H6_GENTLEMEN.2,11.12,61.12,0.0,5.56,0.0,5.56,16.67
Oth_Emilia,15.56,50.81,5.83,6.17,6.11,5.23,10.33
Tim_Painter,15.71,51.39,5.67,6.09,7.38,3.0,10.8
Cym_Frenchman,15.41,51.63,6.49,7.03,5.68,3.79,10.0
Per_GENTLEMEN.MYTILENE.2,14.29,48.98,4.09,4.09,10.21,4.09,14.29
WT_Chorus,17.49,53.91,4.74,6.38,5.97,2.27,9.26
Ant_GUARDS.CAESAR.1,12.5,45.0,7.5,5.0,5.0,5.0,20.0
R3_Lovell,11.77,56.87,5.89,1.97,13.73,5.89,3.93
Ant_WATCHMEN.1,14.9,59.58,2.13,0.0,6.39,8.52,8.52
2H6_Cade,16.14,48.63,7.53,6.69,6.61,3.87,10.56
Tim_SERVANTS.Caphis,16.85,48.72,5.13,4.77,5.13,4.77,14.66
JC_SOLDIERS.BRUTUS.Varro,20.69,56.9,1.73,0.0,3.45,0.0,17.25
JC_Ligarius,19.52,48.3,5.86,6.83,6.83,2.93,9.76
2H6_Smith,11.54,46.16,5.45,9.62,11.86,6.09,9.3
AYL_LORDS.SENIOR,16.22,43.25,9.46,5.41,8.11,10.82,6.76
Cor_CITIZENS.ROMAN.1,14.45,58.34,3.34,6.12,6.67,5.56,5.56
2H4_Warwick,15.55,49.83,6.45,5.5,7.57,3.79,11.35
Ado_Boy,14.29,42.86,0.0,0.0,0.0,14.29,28.58
MM_GENTLEMEN.1,14.33,45.74,7.93,8.85,9.15,2.44,11.59
H8_Wolsey,16.01,49.16,5.45,6.93,7.04,3.57,11.86
Rom_CITIZENS.0.1,23.75,48.75,12.5,0.0,5.0,2.5,7.5
Per_MESSENGERS.ANTIOCH.1,16.67,58.34,0.0,8.34,0.0,0.0,16.67
H8_Anne,17.07,50.0,5.14,5.59,6.8,3.18,12.24
Ado_WATCHMEN.2,24.4,51.22,7.32,2.44,4.88,4.88,4.88
1H6_SOLDIERS.FRENCH.Sergeant,11.48,57.38,3.28,8.2,4.92,1.64,13.12
Ado_Ursula,13.89,48.75,4.29,5.62,8.28,3.85,15.37
3H6_QueenMargaret,14.84,49.8,7.21,6.01,6.85,3.53,11.79
MM_Angelo,16.39,50.7,6.56,6.06,6.06,2.9,11.37
2H4_SERVANTS.CHIEFJUSTICE.1,10.67,54.0,5.34,6.0,4.67,3.34,16.0
JC_Octavius,14.58,53.3,6.12,5.18,6.12,3.3,11.45
Cym_Imogen,16.55,49.1,6.48,6.48,6.74,4.01,10.67
JC_SOLDIERS.ANTONY.0.1,17.03,57.45,6.39,0.0,2.13,2.13,14.9
Mac_MacduffsSon,17.11,46.5,10.09,6.15,4.39,4.83,10.97
MM_Juliet,14.92,52.64,6.15,7.02,5.27,2.64,11.41
1H4_Ostler,0,0,0,0,0,0,0
Lr_SERVANTS.0.3,14.48,53.95,5.27,10.53,7.9,5.27,2.64
3H6_Northumberland,16.89,48.0,6.67,5.78,6.67,5.78,10.23
Jn_KingJohn,15.41,49.34,7.6,6.62,6.62,3.51,10.94
H8_LADIES.KATHERINE.Patience,9.68,50.0,3.23,6.46,9.68,12.91,8.07
Jn_Salisbury,14.7,50.8,7.74,7.05,6.37,2.93,10.45
Rom_SERVANTS.CAPULET.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
JC_Soothsayer,16.75,53.75,6.61,5.29,6.61,3.53,7.49
Cor_AEDILES.X.2,15.28,50.0,6.95,8.34,5.56,5.56,8.34
LLL_Jaquenetta,16.58,47.43,5.15,6.29,8.0,2.29,14.29
Cor_SERVANTS.2,16.04,50.34,4.24,6.02,6.69,8.47,8.25
R3_Pursuivant,5.41,51.36,8.11,0.0,16.22,2.71,16.22
Cor_LORDS.VOLSCIAN.0.2,16.67,52.09,4.17,6.25,3.48,9.03,8.34
Tro_Andromache,17.96,54.7,3.68,6.54,3.27,3.68,10.21
2H6_PETITIONERS.0.1,21.22,47.88,3.64,3.64,9.7,2.43,11.52
Tim_LADIES,16.67,41.67,8.34,8.34,16.67,0.0,8.34
2H6_PRENTICES.2,16.0,40.0,8.0,16.0,4.0,0.0,16.0
Mac_Caithness,17.43,45.46,6.82,6.07,6.82,6.82,10.61
Ham_Cornelius,13.34,60.0,13.34,0.0,6.67,0.0,6.67
1H6_SOLDIERS.ENGLISH.SOMERSET.0.1,17.25,34.49,6.9,13.8,0.0,6.9,20.69
MV_ATTENDANTS.PORTIA.Stephano,23.77,43.57,1.99,3.97,3.97,5.95,16.84
Per_FISHERMEN.2,15.73,45.37,7.22,7.22,7.48,3.36,13.66
Tro_Prologue,13.2,51.46,7.83,5.37,7.16,1.35,13.65
Tim_Alcibiades,15.62,51.64,5.85,6.46,5.63,3.54,11.3
Ado_Benedick,16.24,48.61,6.25,6.39,7.18,4.15,11.21
Rom_Chorus,13.79,50.33,5.91,9.63,4.82,3.29,12.26
JC_CinnaPoet,20.68,51.4,6.71,6.15,5.59,0.56,8.94
JC_Popilius,20.0,30.0,5.0,10.0,0.0,0.0,35.0
Lr_ATTENDANTS.X.2,24.45,40.0,8.89,11.12,2.23,0.0,13.34
Cor_SENATORS.VOLSCIAN.0.2,14.45,38.89,5.56,10.0,7.78,0.0,23.34
H8_Garter,12.97,53.71,5.56,9.26,7.41,5.56,5.56
TGV_OUTLAWS.2,17.35,44.9,5.62,8.17,5.62,4.09,14.29
TN_Fabian,16.16,49.66,5.29,6.59,6.16,4.42,11.75
R2_Hotspur,11.7,52.78,6.88,6.58,7.46,4.1,10.53
Lr_Gloucester,14.91,50.36,6.6,6.56,7.21,4.31,10.08
JC_Cicero,16.67,46.67,9.17,5.84,9.17,0.84,11.67
Cym_LADIES.QUEEN.0.1,26.67,53.34,0.0,0.0,0.0,6.67,13.34
1H6_SOLDIERS.ENGLISH.0.1,14.29,57.15,0.0,0.0,14.29,0.0,14.29
TNK_Palamon,14.7,50.99,7.03,7.05,6.58,3.58,10.1
Wiv_Bardolph,16.83,45.8,7.17,6.55,7.79,3.74,12.15
Jn_Gurney,11.12,44.45,0.0,22.23,22.23,0.0,0.0
