filename,fricative,affricate,glide,nasal,liquid,stop,glottal,linguaalveolar,linguapalatal,labiodental,bilabial,linguavelar,linguadental,voiced,voiceless,sibilant,nonsibilant,sonorant,nonsonorant,coronal,noncoronal,monophthong,diphthong,central,front,back,tense,lax,rounded,unrounded
1H4_Poins,335,17,63,133,151,268,34,467,112,87,140,57,70,608,359,144,823,347,620,535,432,398,72,107,218,73,70,328,69,329
1H4_SERVANTS.HOTSPUR.1,7,0,1,7,8,3,3,12,5,1,5,0,0,20,6,3,23,16,10,13,13,12,5,2,8,2,4,8,3,9
1H4_Sheriff,21,1,4,24,22,29,2,48,12,5,18,9,7,71,30,7,94,50,51,54,47,41,9,9,24,8,8,33,6,35
1H4_SirMichael,20,1,4,20,26,27,1,50,17,4,16,5,5,81,17,10,88,50,48,58,40,42,6,14,21,7,9,33,8,34
1H4_TRAVELERS.CARRIERS,4,1,0,0,1,1,0,6,0,0,1,0,0,4,3,4,3,1,6,5,2,4,0,2,2,0,1,3,0,4
1H4_TRAVELERS.CARRIERS.1,71,4,10,41,23,88,5,109,17,18,38,26,24,151,86,24,213,74,163,121,116,121,21,31,61,29,23,98,15,106
1H4_TRAVELERS.CARRIERS.2,66,4,10,43,38,71,4,120,24,13,32,22,17,171,61,32,200,91,141,132,100,109,18,37,55,17,25,84,16,93
1H4_TRAVELERS.CARRIERS.X,3,0,0,0,0,3,0,4,0,1,1,0,0,3,3,2,4,0,6,4,2,3,0,0,3,0,0,3,0,3
1H4_TRAVELERS.GENTLEMEN,6,1,2,3,3,4,0,11,2,2,4,0,0,15,4,4,15,8,11,9,10,13,0,7,5,1,5,8,2,11
1H4_TRAVELERS.GENTLEMEN.0.1,15,1,5,5,9,13,1,26,4,3,9,3,2,37,11,9,39,19,29,26,22,28,3,14,10,4,8,20,6,22
1H4_Vernon,250,9,53,152,135,263,29,443,88,52,144,54,52,581,281,117,745,340,522,480,382,374,45,125,186,63,72,302,61,313
1H4_Vintner,13,1,3,7,11,13,0,27,5,0,6,4,6,33,15,7,41,21,27,35,13,24,3,7,10,7,2,22,6,18
1H4_Westmoreland,162,6,34,92,79,164,11,266,66,29,86,35,44,350,187,78,459,205,332,310,227,232,31,81,100,51,46,186,47,185
1H4_Worcester,777,20,167,441,357,832,68,1341,296,190,376,177,146,1651,943,373,2221,965,1629,1429,1165,1202,137,418,547,237,246,956,234,968
1H6_Alanson,204,7,28,107,115,196,27,323,83,43,103,32,46,424,233,88,569,250,407,376,281,285,36,87,146,52,65,220,57,228
1H6_Basset,112,3,17,60,54,105,9,163,42,25,55,28,29,241,110,49,302,131,220,199,152,162,19,57,75,30,37,125,32,130
1H6_Bastard,147,4,24,54,59,121,17,199,52,31,57,24,29,259,150,70,339,137,272,236,173,180,22,59,89,32,44,136,32,148
1H6_Bedford,377,11,55,184,187,305,35,559,122,96,175,57,75,737,382,171,948,426,693,639,480,475,84,139,254,82,98,377,79,396
1H6_Boy,15,0,4,12,2,12,1,18,5,7,8,2,4,26,19,3,42,18,27,17,28,20,8,3,10,7,5,15,6,14
1H6_Burgundy,186,5,33,113,91,176,22,285,69,43,102,40,43,404,200,78,526,237,367,325,279,272,43,89,135,48,76,196,46,226
1H6_CardinalBeaufort,404,21,66,218,197,423,39,654,142,88,211,98,97,831,498,180,1149,481,848,738,591,610,83,198,304,108,134,476,112,498
1H6_Charles,616,12,95,307,269,541,43,898,185,155,297,113,149,1182,658,269,1571,671,1169,1034,806,812,130,267,415,130,182,630,144,668
1H6_Countess,222,4,25,107,83,174,24,292,67,34,98,35,65,398,217,99,516,215,400,354,261,264,45,80,147,37,56,208,36,228
1H6_Exeter,277,7,53,137,134,258,26,413,107,71,136,56,57,573,293,123,743,324,542,478,388,384,38,108,213,63,75,309,66,318
1H6_Fastolf,24,0,7,11,18,26,1,38,13,10,14,5,5,59,27,8,78,36,50,49,37,44,11,16,15,13,14,30,15,29
1H6_Gargrave,12,0,1,8,8,6,1,15,5,3,4,3,4,25,10,4,31,17,18,21,14,16,2,3,9,4,3,13,4,12
1H6_General,119,4,16,61,57,108,2,181,43,27,47,16,49,245,120,41,324,134,231,224,141,164,29,56,87,21,31,133,18,146
1H6_Glansdale,4,1,1,1,3,5,1,5,2,1,3,1,2,12,3,0,15,5,10,7,8,9,1,5,3,1,2,7,2,7
1H6_Gloucester,826,37,132,439,397,854,84,1352,316,171,396,187,179,1666,1019,392,2293,968,1717,1501,1184,1171,193,348,608,215,273,898,215,956
1H6_HenryVI,740,21,165,450,392,813,45,1230,350,199,393,213,151,1660,921,345,2236,1007,1574,1387,1194,1127,146,381,507,239,252,875,262,865
1H6_JAILERS.0.1,14,0,6,14,12,17,2,33,10,2,11,3,2,42,21,8,55,32,31,33,30,20,3,5,10,5,5,15,4,16
1H6_JohnTalbot,200,3,51,109,116,198,13,335,77,68,120,19,45,441,236,74,603,276,401,370,307,321,59,91,159,71,68,253,70,251
1H6_Lawyer,8,0,3,8,9,10,1,21,4,1,8,2,1,28,10,5,33,20,18,22,16,16,4,5,5,6,4,12,5,11
1H6_Legate,1,0,2,2,3,3,0,7,2,0,2,0,0,9,2,1,10,7,4,6,5,6,1,2,2,2,0,6,1,5
1H6_Lucy,362,10,65,172,202,353,38,566,131,102,166,85,76,785,379,146,1018,439,725,650,514,512,48,182,229,101,107,405,105,407
1H6_MESSENGERS.ENGLISH.1,61,4,24,42,34,73,2,125,26,16,41,18,10,160,78,33,205,100,138,128,110,108,11,35,44,29,22,86,28,80
1H6_MESSENGERS.ENGLISH.2,36,2,4,13,11,31,3,46,8,11,13,9,7,64,33,15,82,28,69,53,44,40,6,13,19,8,8,32,9,31
1H6_MESSENGERS.ENGLISH.3,207,10,33,108,109,195,32,334,72,39,93,46,46,417,245,90,572,250,412,373,289,282,22,95,139,48,60,222,48,234
1H6_MESSENGERS.ENGLISH.X.1,17,3,3,8,10,11,2,22,7,4,8,3,6,38,14,5,47,21,31,26,26,24,5,10,10,4,4,20,2,22
1H6_MESSENGERS.ENGLISH.X.2,21,3,5,14,16,30,4,40,13,4,17,2,9,61,28,4,85,35,54,53,36,37,8,6,19,12,7,30,10,27
1H6_MESSENGERS.FRENCH.1,57,3,7,22,40,56,5,85,25,12,32,12,14,124,61,26,159,69,116,113,72,83,14,28,37,18,17,66,19,64
1H6_MasterGunner,88,3,11,45,20,70,8,110,21,19,35,19,25,153,84,36,201,76,161,126,111,103,22,35,58,10,27,76,14,89
1H6_Mayor,90,3,13,47,50,108,3,154,36,23,52,24,19,191,120,45,266,110,201,174,137,138,14,43,62,33,22,116,27,111
1H6_Mortimer,406,11,61,238,172,368,36,589,127,90,212,91,111,844,412,169,1087,471,785,693,563,541,79,164,284,93,115,426,99,442
1H6_OFFICERS.0.1,20,0,7,20,9,30,2,46,9,3,16,7,3,61,25,12,74,36,50,44,42,45,1,13,21,11,9,36,9,36
1H6_Porter,0,0,1,2,1,1,0,2,0,0,3,0,0,5,0,0,5,4,1,2,3,3,1,1,2,0,0,3,0,3
1H6_Pucelle,1087,44,203,620,549,1129,89,1753,402,247,593,259,289,2372,1260,462,3170,1372,2260,1989,1643,1580,246,510,763,307,372,1208,284,1296
1H6_QueenMargaret,127,3,33,93,50,139,14,208,51,33,89,32,18,276,169,62,383,176,269,211,234,230,34,66,118,46,56,174,49,181
1H6_Reignier,235,6,46,152,108,236,27,409,75,50,125,53,44,499,284,114,669,306,477,424,359,351,54,108,176,67,89,262,59,292
1H6_SERVANTS.1,3,1,0,3,1,3,0,9,0,0,0,1,1,7,4,2,9,4,7,6,5,4,1,3,0,1,2,2,2,2
1H6_SERVANTS.2,1,0,1,1,1,1,0,4,0,0,1,0,0,4,1,1,4,3,2,3,2,2,1,1,1,0,0,2,0,2
1H6_SERVANTS.3,4,0,2,1,3,4,0,7,2,2,2,0,1,10,4,1,13,6,8,9,5,5,1,3,2,0,1,4,0,5
1H6_SERVANTS.GLOUCESTER,6,0,3,3,6,15,0,12,4,1,7,5,4,18,15,1,32,12,21,17,16,15,0,5,7,3,4,11,3,12
1H6_SERVANTS.GLOUCESTER.0.1,17,0,7,6,14,29,0,35,10,3,11,8,6,46,27,8,65,27,46,43,30,38,0,14,15,9,11,27,10,28
1H6_SERVANTS.GLOUCESTER.0.2,34,2,11,22,19,44,2,63,15,10,26,7,9,88,44,13,119,52,80,65,67,65,7,23,30,12,19,46,13,52
1H6_SERVANTS.TALBOT.1,2,0,1,1,5,2,0,5,4,0,2,0,0,10,1,2,9,7,4,8,3,3,2,0,2,1,0,3,1,2
1H6_SERVANTS.WINCHESTER.0.1,12,1,4,4,7,12,0,20,4,6,7,0,3,27,13,3,37,15,25,22,18,21,2,4,15,2,8,13,1,20
1H6_SOLDIERS.ENGLISH.0.1,0,0,0,5,4,4,0,7,2,0,2,2,0,12,1,0,13,9,4,8,5,6,2,2,3,1,2,4,1,5
1H6_SOLDIERS.ENGLISH.1,21,0,4,8,9,17,3,26,4,7,12,3,4,38,21,7,52,21,38,30,29,29,4,10,14,5,7,22,7,22
1H6_SOLDIERS.ENGLISH.Captain,9,1,5,3,11,10,0,23,4,4,5,1,2,26,13,3,36,19,20,24,15,17,2,5,9,3,5,12,3,14
1H6_SOLDIERS.ENGLISH.SOMERSET.0.1,13,0,3,3,7,1,2,9,6,4,5,0,1,16,11,6,21,13,14,15,12,15,0,3,9,3,4,11,4,11
1H6_SOLDIERS.FRENCH.PUCELLE.0.1,10,0,2,6,9,10,0,19,6,2,5,3,2,26,11,6,31,17,20,22,15,18,1,4,10,4,6,12,3,15
1H6_SOLDIERS.FRENCH.Scout,21,1,4,17,9,26,2,48,7,3,10,6,2,53,25,14,64,30,48,42,36,44,2,16,19,9,11,33,7,37
1H6_SOLDIERS.FRENCH.Sergeant,16,3,3,8,10,15,1,31,6,5,7,3,2,36,19,8,47,21,34,27,28,28,4,13,10,5,6,22,6,22
1H6_Salisbury,54,3,16,37,30,63,7,106,23,9,35,11,12,128,75,26,177,83,120,108,95,84,18,24,47,13,24,60,15,69
1H6_Shepherd,113,2,12,48,39,114,12,164,28,22,47,21,34,213,115,45,283,99,229,196,132,150,44,52,66,32,41,109,34,116
1H6_Somerset,273,10,63,158,137,297,30,473,108,58,149,58,62,611,327,123,815,358,580,508,430,393,69,103,210,80,72,321,71,322
1H6_Suffolk,697,24,151,459,325,736,78,1155,248,152,402,192,165,1537,855,302,2090,935,1457,1255,1137,1149,128,350,581,218,292,857,243,906
1H6_Talbot,1753,83,289,927,789,1791,169,2820,589,431,885,335,403,3671,1961,750,4882,2005,3627,3119,2513,2526,426,845,1234,447,554,1972,456,2070
1H6_Vernon,125,3,27,82,56,113,14,199,46,24,66,22,35,263,143,52,354,165,241,212,194,195,36,64,90,41,49,146,42,153
1H6_WARDERS.1,14,0,5,7,8,9,3,18,5,0,10,2,5,28,15,6,37,20,23,24,19,16,0,2,11,3,4,12,1,15
1H6_WARDERS.2,1,0,1,2,1,4,1,4,1,0,3,0,0,6,3,0,9,4,5,3,6,7,0,0,5,2,4,3,1,6
1H6_WATCHMEN.1,16,0,3,11,12,17,0,27,12,1,10,4,5,40,19,10,49,26,33,36,23,25,0,7,9,9,5,20,5,20
1H6_Warwick,298,12,61,151,153,377,27,529,122,44,182,73,75,627,425,152,900,365,687,604,448,475,47,153,229,93,107,368,94,381
1H6_Watchman,2,0,1,2,3,5,0,5,1,0,3,3,1,10,3,1,12,6,7,6,7,5,0,1,4,0,1,4,0,5
1H6_Woodville,28,0,4,17,8,24,5,37,8,7,15,4,5,50,31,11,70,29,52,38,43,33,7,14,15,4,6,27,4,29
1H6_York,791,27,141,460,361,776,73,1249,285,175,423,169,182,1630,926,361,2195,962,1594,1405,1151,1102,187,351,542,209,229,873,222,880
2H4_Archbishop,634,10,101,365,297,605,66,990,234,142,308,140,132,1315,697,294,1718,763,1249,1107,905,854,98,281,400,173,176,678,147,707
2H4_BEADLES.0.1,37,0,9,17,15,37,8,48,17,11,16,9,6,74,41,12,103,41,74,55,60,58,3,17,31,10,16,42,12,46
2H4_Bardolph,119,10,38,79,69,167,13,241,60,23,82,42,21,317,165,62,420,186,296,259,223,235,39,71,114,50,61,174,63,172
2H4_Bedford,468,7,105,248,216,445,56,689,194,98,246,101,105,977,512,209,1280,569,920,800,689,678,84,207,318,153,162,516,143,535
2H4_Bullcalf,50,1,5,30,32,54,6,80,27,13,24,17,5,108,64,26,146,67,105,96,76,76,11,24,35,17,19,57,22,54
2H4_ChiefJustice,551,31,190,340,260,587,65,916,276,120,320,142,120,1250,709,246,1713,790,1169,990,969,969,111,298,411,260,212,757,237,732
2H4_Chorus,171,5,25,99,79,164,12,259,50,42,102,30,48,361,182,69,474,203,340,301,242,233,28,94,98,41,54,179,48,185
2H4_Clarence,94,3,22,58,46,91,15,154,31,19,48,20,27,205,109,33,281,126,188,171,143,143,21,50,63,30,31,112,32,111
2H4_Colevile,28,2,6,20,14,24,3,45,13,7,15,2,9,68,26,9,85,40,54,52,42,48,10,9,24,15,12,36,12,36
2H4_DRAWERS.1,38,2,7,19,19,32,8,53,13,7,21,6,9,73,44,14,103,45,72,65,52,52,8,15,30,7,10,42,7,45
2H4_DRAWERS.Francis,32,2,4,17,6,25,2,46,6,7,9,6,10,51,35,13,73,27,59,46,40,38,10,8,22,8,7,31,6,32
2H4_DRAWERS.Will,14,2,3,14,8,21,2,37,5,2,12,1,3,42,20,7,55,25,37,31,31,26,3,12,8,6,6,20,6,20
2H4_DRAWERS.X,3,1,3,3,1,5,0,10,1,0,4,0,1,11,5,2,14,7,9,7,9,6,1,3,1,2,2,4,3,3
2H4_Davy,159,2,46,81,60,127,17,234,64,32,76,25,27,296,179,83,392,187,288,251,224,227,31,80,105,42,61,166,52,175
2H4_DollTearsheet,284,16,97,166,138,325,25,462,129,60,175,91,84,666,360,115,911,401,625,516,510,470,87,120,234,116,108,362,101,369
2H4_Epilogue,124,10,55,118,72,183,7,286,65,37,116,27,24,374,188,56,506,245,317,270,292,292,35,74,142,76,78,214,70,222
2H4_Falstaff,2797,94,568,1621,1278,2787,308,4399,948,611,1571,638,670,5965,3180,1208,7937,3467,5678,4895,4250,4338,604,1344,2172,822,917,3421,802,3536
2H4_Feeble,35,0,12,30,16,45,4,72,11,6,29,10,6,90,48,19,119,58,80,67,71,64,14,16,36,12,15,49,16,48
2H4_GROOMS.1,8,2,0,5,5,10,0,10,7,1,6,4,2,15,15,5,25,10,20,15,15,16,2,5,6,5,2,14,4,12
2H4_GROOMS.2,6,0,1,2,1,6,1,9,1,1,3,0,1,8,8,3,13,4,12,10,6,5,2,4,1,0,0,5,0,5
2H4_Gloucester,71,3,12,44,32,58,9,103,29,13,38,12,16,146,74,33,187,88,132,117,103,100,12,31,52,17,27,73,19,81
2H4_Harcourt,37,1,6,19,17,35,1,52,17,10,13,10,12,80,35,14,101,42,73,64,51,57,8,26,22,9,13,44,11,46
2H4_Hastings,260,10,35,137,111,236,30,401,79,57,122,52,48,489,300,125,664,283,506,429,360,334,31,113,168,53,60,274,42,292
2H4_HenryIV,1355,34,202,710,547,1244,128,2011,358,276,669,276,374,2676,1416,577,3515,1459,2633,2307,1785,1828,313,592,921,315,384,1444,311,1517
2H4_HenryV,1305,34,255,766,558,1314,104,2053,446,298,740,246,345,2762,1470,558,3674,1579,2653,2311,1921,1993,304,589,980,424,442,1551,386,1607
2H4_LadyNorthumberland,19,0,7,11,12,19,2,33,7,6,12,4,4,50,18,7,61,30,38,34,34,32,3,12,13,7,3,29,5,27
2H4_LadyPercy,217,5,37,114,85,207,29,309,75,50,96,53,53,448,217,85,580,236,429,359,306,311,24,98,135,78,64,247,70,241
2H4_LordBardolph,369,16,70,202,166,345,40,594,117,78,190,65,84,742,426,167,1001,438,730,644,524,540,56,177,243,120,117,423,106,434
2H4_MESSENGERS.1,19,2,1,12,8,12,0,24,5,5,8,4,8,38,16,6,48,21,33,27,27,26,4,13,9,4,2,24,3,23
2H4_MESSENGERS.Gower,23,3,3,20,20,30,3,46,15,6,15,9,5,61,38,9,90,43,56,54,45,41,6,14,15,12,5,36,7,34
2H4_MistressQuickly,613,15,170,415,305,692,73,1058,251,117,398,162,151,1464,746,272,1938,890,1320,1162,1048,1006,198,268,479,259,232,774,229,777
2H4_Morton,397,6,68,185,181,361,39,585,148,92,188,59,87,773,425,179,1019,434,764,686,512,507,47,152,238,117,93,414,99,408
2H4_Mouldy,37,1,10,34,24,56,8,83,21,10,25,11,4,106,56,15,147,68,94,78,84,81,10,18,44,19,29,52,23,58
2H4_Mowbray,271,3,36,137,111,222,21,374,84,65,122,42,72,518,262,113,667,284,496,446,334,359,28,114,186,59,70,289,51,308
2H4_Northumberland,464,19,70,266,183,458,44,753,127,106,228,82,120,945,515,194,1266,519,941,812,648,644,90,199,335,110,131,513,106,538
2H4_OFFICERS.Fang,35,2,10,16,9,22,4,47,11,7,13,8,4,47,47,20,74,35,59,45,49,49,5,13,27,9,10,39,10,39
2H4_OFFICERS.Snare,14,1,3,3,7,7,3,15,7,3,4,3,0,17,18,8,27,13,22,18,17,20,0,5,11,4,5,15,3,17
2H4_Peto,25,1,7,19,11,30,0,47,10,8,12,10,6,57,36,11,82,37,56,50,43,43,4,17,17,9,7,36,10,33
2H4_Pistol,284,10,40,164,138,301,22,491,85,63,135,70,71,629,308,128,809,342,595,527,410,404,74,124,207,73,98,306,66,338
2H4_Poins,270,5,43,142,108,268,28,413,90,48,135,63,59,522,314,135,701,293,543,463,373,400,52,104,208,88,79,321,79,321
2H4_Porter,15,0,5,6,9,13,3,23,9,2,6,3,2,28,20,8,40,20,28,27,21,26,1,6,13,7,5,21,5,21
2H4_SERVANTS.CHIEFJUSTICE.1,45,3,13,26,20,32,4,74,22,9,16,6,8,89,50,24,115,59,80,75,64,68,9,16,31,21,20,48,23,45
2H4_SERVANTS.FALSTAFF.1,116,3,25,62,68,118,20,187,54,22,66,23,20,242,150,54,338,155,237,214,178,178,18,62,77,39,47,131,45,133
2H4_Shadow,6,0,0,2,1,0,1,4,1,0,2,0,1,5,4,4,5,3,6,6,3,5,1,4,1,0,4,1,3,2
2H4_Shallow,697,46,198,435,332,808,78,1269,289,151,387,211,131,1692,824,337,2179,965,1551,1309,1207,1242,172,319,639,284,325,917,268,974
2H4_Silence,108,6,23,89,56,131,7,206,41,22,79,39,19,285,128,60,353,168,245,211,202,194,24,64,96,34,39,155,27,167
2H4_Travers,68,4,10,35,25,73,15,107,17,10,41,12,13,135,80,30,185,70,145,118,97,81,13,26,42,13,23,58,14,67
2H4_Wart,3,0,1,0,1,0,1,2,2,0,0,0,0,2,3,2,3,2,3,3,2,4,0,2,2,0,3,1,2,2
2H4_Warwick,328,18,61,178,151,301,38,501,115,66,170,74,73,685,352,151,886,390,647,563,474,472,49,140,242,90,111,361,92,380
2H4_Westmoreland,436,21,91,267,245,474,40,743,237,107,221,93,93,1022,512,196,1338,603,931,832,702,727,57,224,315,188,155,572,178,549
2H6_Beadle,3,0,4,2,4,4,0,6,2,1,5,2,1,13,4,1,16,10,7,7,10,6,2,0,3,3,0,6,2,4
2H6_Bevis,86,4,13,48,41,81,10,124,24,22,31,35,27,188,85,27,246,102,171,140,133,145,15,44,74,27,27,118,21,124
2H6_Bolingbroke,95,3,28,50,40,109,9,159,31,29,59,19,19,209,116,38,287,118,207,164,161,152,25,63,62,27,36,116,26,126
2H6_Buckingham,313,7,59,186,171,326,44,502,128,63,157,96,72,687,375,134,928,416,646,587,475,501,51,163,242,96,134,367,97,404
2H6_CITIZENS,9,0,2,9,7,5,0,11,4,3,7,5,2,24,8,4,28,18,14,15,17,12,2,5,7,0,1,11,0,12
2H6_CITIZENS.LONDON.0.1,24,1,3,10,17,15,1,28,11,7,10,3,10,52,18,6,64,30,40,42,28,31,6,11,14,6,6,25,7,24
2H6_CITIZENS.STALBANS.0.1,20,0,1,11,6,8,3,21,5,4,7,2,4,26,20,9,37,18,28,23,23,19,5,5,12,2,1,18,3,16
2H6_Cade,1081,22,167,703,493,1066,120,1679,345,254,614,229,291,2367,1165,416,3116,1363,2169,1862,1670,1676,244,494,877,305,354,1322,288,1388
2H6_CardinalBeaufort,425,14,84,261,203,492,51,712,147,88,232,143,106,949,530,180,1299,548,931,793,686,705,84,233,337,135,159,546,140,565
2H6_Clerk,6,0,2,7,4,10,1,12,3,1,6,4,2,19,10,2,27,13,16,13,16,15,5,3,9,3,2,13,3,12
2H6_Clifford,243,5,45,138,109,249,35,374,94,47,117,55,67,508,281,94,695,292,497,434,355,373,55,106,184,83,91,282,75,298
2H6_Dick,165,4,35,88,90,153,23,226,66,48,74,55,43,363,172,51,484,213,322,281,254,264,32,82,131,51,64,200,51,213
2H6_DuchessOfGloucester,462,22,90,331,226,509,38,798,147,88,299,129,141,1088,552,195,1445,647,993,888,752,739,161,224,374,141,168,571,120,619
2H6_EdwardIV,6,0,2,1,1,2,0,5,0,3,3,0,1,9,3,2,10,4,8,5,7,6,1,3,2,1,3,3,3,3
2H6_FOLLOWERS.CADE,30,1,10,15,18,35,6,40,8,11,12,23,9,75,34,4,105,43,66,52,57,66,5,17,37,12,13,53,8,58
2H6_FOLLOWERS.CADE.0,31,1,10,16,19,38,6,44,9,11,13,23,9,79,36,5,110,45,70,56,59,70,5,18,40,12,14,56,8,62
2H6_GENTLEMEN.1,32,1,6,19,18,31,7,51,8,8,22,7,4,69,38,13,94,43,64,53,54,51,7,13,33,5,9,42,4,47
2H6_GENTLEMEN.2,2,0,1,2,3,4,0,8,2,1,1,0,0,8,4,1,11,6,6,8,4,6,2,2,3,1,0,6,1,5
2H6_George,11,0,4,7,9,25,0,23,0,7,7,16,3,34,22,1,55,20,36,26,30,28,4,9,13,6,8,20,5,23
2H6_Gloucester,1262,53,226,818,585,1267,135,2036,412,302,713,331,282,2728,1483,543,3668,1629,2582,2217,1994,1901,303,592,947,362,423,1478,355,1546
2H6_HERALDS.X.1,14,1,1,9,4,11,2,22,3,2,6,2,3,23,17,7,33,14,26,21,19,21,2,10,8,3,3,18,3,18
2H6_HenryVI,1412,40,234,786,628,1391,174,2160,433,291,735,379,319,2854,1637,628,3863,1648,2843,2439,2052,1999,309,600,994,405,456,1543,396,1603
2H6_Holland,105,5,21,53,47,96,13,154,26,21,51,30,32,215,112,39,288,121,206,181,146,163,22,39,97,27,38,125,26,137
2H6_Horner,90,4,17,63,38,88,9,149,29,25,49,21,18,191,109,38,262,118,182,147,153,155,28,45,81,29,32,123,31,124
2H6_Hume,134,8,28,69,64,140,14,209,60,34,66,39,21,283,160,65,378,161,282,224,219,202,28,81,88,33,38,164,35,167
2H6_Iden,214,7,33,132,90,220,14,336,56,38,119,62,71,463,233,91,605,255,441,394,302,310,72,83,165,62,67,243,58,252
2H6_Jourdain,17,0,0,7,6,13,2,24,4,2,5,1,5,23,20,8,35,13,30,27,16,18,5,5,9,4,2,16,3,15
2H6_Lieutenant,297,8,36,151,134,251,31,416,89,61,125,72,83,596,281,122,755,321,556,502,375,376,45,133,186,57,70,306,67,309
2H6_MESSENGERS.1,53,2,3,31,34,55,7,95,19,11,22,14,10,118,60,25,153,68,110,103,75,83,4,35,35,13,17,66,19,64
2H6_MESSENGERS.2,26,3,3,9,11,24,2,41,9,3,7,5,9,44,32,12,64,23,53,46,30,32,4,15,14,3,3,29,3,29
2H6_MESSENGERS.Post,22,0,2,15,18,29,1,38,14,5,12,9,7,65,21,9,77,35,51,50,36,40,4,15,15,10,5,35,9,31
2H6_MESSENGERS.X.1,7,0,2,9,8,18,1,23,7,0,8,4,1,28,16,5,39,19,25,25,19,22,2,6,12,4,9,13,6,16
2H6_MESSENGERS.X.2,19,0,1,9,8,14,2,28,4,3,8,1,5,29,22,9,42,18,33,32,19,21,4,10,10,1,3,18,1,20
2H6_MESSENGERS.X.3,25,1,6,20,18,30,4,44,15,5,18,9,5,67,33,11,89,44,56,54,46,50,4,20,19,11,14,36,11,39
2H6_MURDERERS.0.1,14,1,1,9,10,18,5,24,5,3,9,6,1,35,18,5,48,20,33,27,26,20,6,4,12,4,6,14,4,16
2H6_MURDERERS.0.2,5,0,3,5,0,8,1,12,0,2,5,0,1,13,8,1,20,8,13,9,12,12,0,5,6,1,4,8,3,9
