play,character,x,y
R3,CITIZENS.2,0.11968393,-2.32108563
R3,Archbishop,2.88819927,4.55876527
R3,MESSENGERS.4,-3.25559237,2.73961682
R3,Cardinal,4.25348333,-1.34488552
R3,Jailer,7.31347678,1.65462837
R3,Norfolk,4.34235859,-1.67174494
R3,Blunt,1.46082976,-4.27322538
R3,CITIZENS.1,-4.06184787,6.04106189
R3,MESSENGERS.X.1,2.9594871,-2.84908513
R3,ClarencesDaughter,6.68383935,-0.18328899
R3,SirChristopher,-6.3103252,-2.24422546
R3,HenryVI,4.25478604,-6.8324971
R3,BishopOfEly,5.52643254,1.08934852
R3,MESSENGERS.3,0.39299184,-3.38323114
R3,PrinceEdward,5.63077468,0.5262853
R3,Vaughan,4.75714395,-7.18437722
R3,ATTENDANTS.0.1,-6.08647038,5.73053581
R3,MESSENGERS.1,6.53248807,1.60869666
R3,MESSENGERS.2,6.81544903,-6.65932106
R3,Lovell,-9.27757026,-3.82406768
R3,Pursuivant,-2.46722227,18.67154068
R3,SirJohn,19.65209742,5.95969344
R3,ATTENDANTS.RICHMOND.0.1,12.62978527,-3.50897571
R3,GENTLEMEN.0.1,9.07377306,-9.60041449
R3,Oxford,-11.19544219,1.64539072
R3,Herbert,-14.27797354,7.48132482
R3,Sheriff,15.86374594,1.79969508
R3,Surrey,-10.05257763,24.70219808
R3,MESSENGERS.X.3,24.17922232,-6.60556327
R3,ATTENDANTS.RICHMOND,31.57905258,-10.37124703
R3,BISHOPS,-27.91139319,40.90704191
R3,CITIZENS,-27.91138887,40.9070448
Rom,Romeo,-0.87888239,0.28833768
Rom,Juliet,-0.69776395,0.23906743
Rom,FriarLawrence,-0.8026676,-0.25617305
Rom,Nurse,-0.40932229,0.15975467
Rom,Capulet,-0.38648386,0.67106252
Rom,Mercutio,-1.16204093,-0.56834411
Rom,Benvolio,-0.68551076,-0.11360469
Rom,LadyCapulet,-0.58181378,-0.54318169
Rom,PrinceEscalus,-0.15991847,-0.05298918
Rom,Paris,0.14420797,0.33171947
Rom,Montague,-0.95640325,0.76554935
Rom,Tybalt,-2.19079223,0.31182379
Rom,SERVANTS.CAPULET.Sampson,2.28152278,-0.50504946
Rom,SERVANTS.CAPULET.Peter,3.34946277,3.62081119
Rom,SERVANTS.MONTAGUE.Balthasar,0.21040488,1.74978344
Rom,Chorus,-1.51536187,-1.94162229
Rom,SERVANTS.CAPULET.Gregory,-2.91508665,2.5965374
Rom,SERVANTS.CAPULET.X.1,-2.50930851,2.19628494
Rom,WATCHMEN.0.1,-1.1746718,-1.66838809
Rom,SERVANTS.CAPULET.0.1,-2.12101161,3.73922346
Rom,FriarJohn,-4.3220696,-1.14682735
Rom,SERVANTS.PARIS.1,2.22588035,-2.41489729
Rom,MUSICIANS.0.1,-7.07830327,0.35351847
Rom,Apothecary,-4.0059674,2.17042802
Rom,CITIZENS.0.1,-8.25945631,-4.08759674
Rom,SERVANTS.CAPULET.0.2,-7.92267932,-2.78342591
Rom,SERVANTS.CAPULET.X.2,-5.66103539,4.55131181
Rom,MUSICIANS.0.2,5.18087427,4.80087937
Rom,LadyMontague,-3.71508466,11.36737834
Rom,WATCHMEN.0.3,6.99369521,10.5577551
Rom,SERVANTS.MONTAGUE.Abram,-5.01179509,21.32320998
Rom,SERVANTS.CAPULET.0.3,10.29477815,-8.82896939
Rom,Cousin,15.2313931,15.29648535
Rom,CITIZENS,-9.36651169,-11.28365663
Rom,WATCHMEN.0.2,10.79981354,20.71624254
Rom,MUSICIANS.0.3,-30.03660946,12.64454597
Rom,SERVANTS.CAPULET.0,-29.37283088,25.64745542
Rom,Petruchio,-28.00094823,-15.51284595
Shr,Petruchio,-1.18073885,0.16060667
Shr,Tranio,-1.39516329,0.44523853
Shr,Katherine,-0.86690245,0.39624754
Shr,Hortensio,-1.02731248,0.291569
Shr,Grumio,-0.70079051,0.74421026
Shr,Lucentio,-1.09171166,0.24173652
Shr,Gremio,-0.91388877,0.26804314
Shr,Baptista,-0.70902973,0.13128659
Shr,Lord,-0.89495089,-0.85436303
Shr,Biondello,-1.7858432,-0.16706539
Shr,Bianca,0.2137956,3.00333216
Shr,Sly,1.7414374,-0.96760557
Shr,Merchant,-1.50258767,0.05315623
Shr,Vincentio,-1.58126758,-0.00408879
Shr,Curtis,0.678166,2.14347608
Shr,SERVANTS.LORD.0.1,2.17943646,-0.49637145
Shr,Page,3.61738942,-1.07259709
Shr,Tailor,-3.77689301,-1.48485926
Shr,SERVANTS.LORD.0.2,0.04974581,5.14001483
Shr,SERVANTS.LORD.0.3,1.26700945,5.94888639
Shr,Widow,-0.04817626,2.83412936
Shr,Messenger,4.46397115,-3.48781122
Shr,HUNTSMEN.0.1,5.28811719,-2.43245703
Shr,HUNTSMEN.0.3,8.48481307,5.7889321
Shr,HUNTSMEN.0.2,5.67210195,8.6793978
Shr,PLAYERS.0.1,-0.54642115,9.92214267
Shr,SERVANTS.PETRUCHIO.Nathaniel,13.5690527,13.29225652
Shr,Hostess,-4.44639258,10.24435302
Shr,SERVANTS.BAPTISTA.1,8.72384432,7.93075316
Shr,SERVANTS.PETRUCHIO.Peter,16.31865367,34.91104326
Shr,PLAYERS.0.2,-3.2016893,22.72999689
Shr,Haberdasher,20.45548506,-15.91637866
Shr,SERVANTS.PETRUCHIO.Phillip,19.97881198,40.69968469
Shr,SERVANTS.PETRUCHIO.Joseph,15.39617891,34.79268756
Shr,SERVANTS.PETRUCHIO.Nicholas,25.46835846,33.81080094
Shr,PLAYERS,27.48933726,32.91366868
Shr,SERVANTS.LORD,-27.91139514,40.9070406
Shr,SERVANTS.PETRUCHIO.0.4,4.97628045,70.1118421
Tmp,Prospero,-0.90503095,-0.13240906
Tmp,Caliban,0.22400678,0.34347684
Tmp,Stephano,-0.87903349,0.32856525
Tmp,Ariel,-0.10051361,-0.14647487
Tmp,Gonzalo,-1.20933935,-0.14936689
Tmp,Miranda,-0.35867061,0.46914357
Tmp,Antonio,-1.13352281,0.03076674
Tmp,Ferdinand,-0.53059117,0.0401776
Tmp,Trinculo,-0.93296508,-0.30500953
Tmp,Alonso,-0.48862222,-0.31262191
Tmp,Sebastian,-0.41988254,0.34036754
Tmp,Boatswain,-0.68066597,0.40146527
Tmp,SPIRITS.Iris,-1.74138568,0.04179119
Tmp,SPIRITS.Ceres,-2.70817412,0.84149245
Tmp,Francisco,-1.72393323,2.9353813
Tmp,Adrian,-5.23972171,-1.55636372
Tmp,SPIRITS.Juno,-6.80563677,6.24195989
Tmp,Shipmaster,5.11039438,10.77712378
Tmp,SAILORS,31.28293214,17.86760403
Tim,Timon,-1.00753373,-0.11555529
Tim,Apemantus,-1.79312665,0.54379137
Tim,Flavius,-0.22960508,0.94445114
Tim,Alcibiades,-0.50627736,0.12512525
Tim,Poet,-1.78918371,-0.03671565
Tim,Painter,-1.1696861,-0.38143053
Tim,SENATORS.1,-2.3164351,-0.45913901
Tim,FRIENDS.Lucius,-2.00661717,-0.38082981
Tim,SENATORS.2,-1.48081302,-0.8836669
Tim,FRIENDS.Lucullus,-1.12157551,-0.82819756
Tim,SENATORS.X,-3.31788552,1.7412698
Tim,STRANGERS.1,-1.3145739,1.27152294
Tim,SERVANTS.TIMON.Flaminius,-0.94195125,1.76201848
Tim,SENATORS.0.1,-0.93343927,1.71956362
Tim,FRIENDS.Sempronius,-1.24466538,2.31794632
Tim,OldMan,-0.6746133,1.03988937
Tim,SERVANTS.LUCIUS.1,0.57848943,-1.51360059
Tim,Fool,-1.58668578,-2.24020035
Tim,FRIENDS.0.1,-2.34214823,2.11195002
Tim,FRIENDS.0.2,-0.90140429,1.0765534
Tim,SERVANTS.TIMON.X.2,1.92887415,-1.37843062
Tim,SERVANTS.Caphis,2.73435843,-0.14361094
Tim,SERVANTS.TIMON.Servilius,1.04640371,2.9885
Tim,LORDS.0.1,-0.56873498,2.70689454
Tim,SERVANTS.VARRO.1,2.37430836,-2.351521
Tim,LORDS.0.2,0.32935517,-1.57286955
Tim,SOLDIERS.1,-2.01936859,2.35942805
Tim,BANDITS.1,-3.99244954,1.58057592
Tim,SERVANTS.Titus,1.46636489,3.10931456
Tim,Jeweler,4.00909359,-1.24727299
Tim,SENATORS.0.2,-4.28867493,4.65227538
Tim,MESSENGERS.X.3,2.13060561,0.713957
Tim,SERVANTS.Hortensius,-0.23668145,3.67075233
Tim,SERVANTS.ISIDORE.1,7.7688698,0.46918497
Tim,FRIENDS.Ventidius,1.58097595,1.10736595
Tim,Merchant,1.59566451,-1.0404967
Tim,BANDITS.3,-1.36009816,6.27782352
Tim,FRIENDS.0.3,2.46370688,4.05699947
Tim,SERVANTS.TIMON.0.2,3.66971563,-2.29300357
Tim,BANDITS.2,-3.97162105,7.44704496
Tim,SERVANTS.Page,-11.01800385,0.71715598
Tim,STRANGERS.2,3.0096063,-3.37894751
Tim,Cupid,-8.93426291,2.67016177
Tim,SERVANTS.TIMON.0.3,0.73297795,7.09890439
Tim,Timandra,1.9553223,-5.86286638
Tim,MESSENGERS.X.1,4.21404066,7.69465226
Tim,SERVANTS.TIMON.0.1,-5.46092906,-0.06674157
Tim,SERVANTS.VARRO.2,2.22585336,4.43224921
Tim,SERVANTS.TIMON.Lucilius,2.93263743,6.18768203
Tim,SERVANTS.Philotus,0.58334872,8.53379586
Tim,Phrynia,7.77269953,-4.02224886
Tim,SERVANTS.TIMON.X.1,6.21740779,-2.40167343
Tim,SERVANTS.TIMON.3,-4.90383876,-4.97743265
Tim,LORDS.0.3,14.83335532,-7.59811486
Tim,SERVANTS.LUCULLUS.1,16.80161687,-0.31669453
Tim,SERVANTS.TIMON.2,8.34700919,7.6927205
Tim,FRIENDS.0.4,-5.90759635,15.42779723
Tim,SENATORS.3,12.87246444,7.99502255
Tim,SERVANTS.TIMON.1,-7.75335285,-6.53451329
Tim,LADIES.0.1,10.66111379,1.63920533
Tim,MESSENGERS.X.2,-11.0613617,-3.90369199
Tim,SENATORS.4,-9.80563395,6.50370397
Tim,FRIENDS.0,-20.8125094,2.61167183
Tim,ATTENDANTS.TIMON.0.1,20.76688392,3.54833271
Tim,LADIES,24.75508186,-9.20410363
Tim,LORDS,-22.55995166,-21.41204287
Tim,STRANGERS.3,-17.16175658,19.3729101
Tim,SENATORS.0.3,-39.57489731,-12.28531124
Tit,Titus,-0.54077466,-0.0628752
Tit,Aaron,-0.69353414,-0.38197714
Tit,Marcus,-0.88608927,-0.17321588
Tit,Tamora,-0.67893519,-0.36977208
Tit,Saturninus,-0.59919181,-0.28078706
Tit,Lucius,-0.3914875 -,0.1915865
Tit,Demetrius,-1.43606597,0.2935117
Tit,Bassianus,-0.62396534,-1.29691013
Tit,Lavinia,-0.13987388,0.18927036
Tit,Chiron,-0.39486723,-1.29662059
Tit,YoungLucius,2.49714462,-0.11133652
Tit,Martius,-0.99791816,-1.30926498
Tit,Quintus,-0.40450746,2.41239952
Tit,CountryFellow,-3.24770482,-1.3408404
Tit,GOTHS.0.2,-0.92267105,-1.74548603
Tit,Nurse,1.59451812,-3.30598425
Tit,Aemilius,2.41780529,-2.59047382
Tit,Publius,2.06133579,0.3367017
Tit,GOTHS.0.1,-0.28198441,-3.46266097
Tit,Messenger,3.7039764,5.80854457
Tit,TRIBUNES.0.1,0.7390438,-3.26996151
Tit,Captain,-3.36015204,-3.24979443
Tit,GOTHS.0,1.88161857,-4.58725188
Tit,TRIBUNES,6.93638402,-7.38323972
Tit,Mutius,11.3448087,0.95719652
Tit,ATTENDANTS,17.45107597,-22.10337629
Tit,GOTHS,8.81912561,-22.51429307
Tro,Troilus,-0.90622305,-0.0686195
Tro,Ulysses,-1.4492753,-0.17735087
Tro,Pandarus,-0.7205314,0.77554208
Tro,Thersites,-1.39746432,-0.70811773
Tro,Cressida,-0.63401931,0.39614114
Tro,Hector,-0.70788492,-0.12447198
Tro,Agamemnon,-1.44006287,-0.22275201
Tro,Achilles,-1.37140587,0.59364035
Tro,Nestor,-1.1174627,-0.40037669
Tro,Aeneas,-0.38723496,0.16843311
Tro,Paris,-1.30725635,-0.10927489
Tro,Diomedes,-0.15341975,0.12944724
Tro,Ajax,-1.50567096,0.42250635
Tro,Patroclus,-0.95920879,0.29388135
Tro,Alexander,-3.39479152,-0.72881237
Tro,Cassandra,0.92487308,1.82285517
Tro,Calchas,-3.04084605,-0.10410796
Tro,Prologue,-2.29046259,-2.50455137
Tro,Helen,2.48370838,0.20450579
Tro,Priam,-2.71317987,-0.58113922
Tro,SERVANTS.PARIS.1,0.04819016,2.07291468
Tro,Andromache,-2.82883464,-0.1726409
Tro,Menelaus,4.29677586,0.2782052
Tro,Helenus,-0.583114,8.03380394
Tro,Boy,5.75007408,10.65502317
Tro,Bastard,-11.56009385,-6.8618713
Tro,Deiphobus,2.92244613,8.15570778
Tro,SERVANTS.TROILUS.1,-9.56628564,13.21714866
Tro,MYRMIDONS.0.1,-4.60774241,-14.41440064
Tro,SOLDIERS,-8.03138932,-28.55249879
Tro,Antenor,0.73496973,31.33265552
Tro,SERVANTS.DIOMEDES.1,45.45820471,-6.13218419
Tro,SOLDIERS.TROJAN,0.30041574,-31.77180567
Tro,ATTENDANTS.GREEK,-29.0123039,-13.37423857
TN,TobyBelch,-1.31548754,-0.32619602
TN,Viola,-1.01883954,0.11264766
TN,Feste,-0.93263502,0.00781378
TN,Olivia,-1.01916214,0.40404371
TN,Malvolio,-1.04993172,0.22610182
TN,Orsino,-1.47774841,-0.18227608
TN,Maria,-0.85633694,0.28229752
TN,AndrewAguecheek,-0.57529523,0.74245316
TN,Sebastian,-0.58772486,0.21561725
TN,Fabian,-0.80353045,-0.46635176
TN,Antonio,-0.69164303,0.29611611
TN,Captain,-1.26566671,-0.89930681
TN,ATTENDANTS.ORSINO.Valentine,0.14131184,0.020928
TN,OFFICERS.1,-2.87696186,2.86964534
TN,Priest,-2.92133397,-4.31564109
TN,ATTENDANTS.ORSINO.Curio,5.83868046,2.34561362
TN,ATTENDANTS.OLIVIA.1,-2.35534215,-8.20473089
TN,OFFICERS.2,-14.1162521,9.00704725
TGV,Proteus,-0.70278522,0.12408121
TGV,Valentine,-0.82703854,0.02112905
TGV,Julia,-1.20733349,0.48056897
TGV,Lance,-1.37046998,0.53207179
TGV,Duke,-1.06382388,0.21596044
TGV,Speed,-1.47222125,1.37107705
TGV,Sylvia,-0.60933692,0.63316791
TGV,Lucetta,-1.49570735,0.68654658
TGV,Thurio,-1.60248664,1.56038659
TGV,Pantino,-1.75896247,0.96859849
TGV,Antonio,-2.47773227,0.15865947
TGV,OUTLAWS.3,-1.85422505,-2.41330537
TGV,Eglamour,0.44504967,0.68357804
TGV,OUTLAWS.1,-3.27904602,0.41147815
TGV,Host,0.4577474,5.904523
TGV,OUTLAWS.2,-4.12491962,0.14751061
TGV,SERVANTS.1,25.96808989,-2.89574192
TNK,Palamon,-1.04114246,-0.1070453
TNK,Arcite,-0.93547223,-0.11788331
TNK,Emilia,-1.17584778,-0.17920463
TNK,Daughter,-0.54783135,-0.08096446
TNK,Theseus,-0.60322971,-0.11523232
TNK,Pirithous,-0.49321368,1.43974413
TNK,Wooer,-0.93153588,0.06088898
TNK,Jailer,-0.77616717,0.34692893
TNK,Schoolmaster,-1.0420494,-1.88091432
TNK,Hippolyta,-0.70446344,0.70048004
TNK,Doctor,-2.57866741,0.34195398
TNK,QUEENS.1,-0.23490693,-1.22617789
TNK,QUEENS.2,-0.55586711,-0.88589084
TNK,MESSENGERS.X.1,-2.75670136,0.12272022
TNK,QUEENS.3,0.58152838,-0.21739537
TNK,Prologue,-1.63774944,-0.05780866
TNK,COUNTRYMEN.0.2,0.60988328,-2.10316359
TNK,Epilogue,-3.72364789,2.17538777
TNK,COUNTRYMEN.0.3,-4.06401202,-0.67708928
TNK,FRIENDS.1,-0.23969609,1.30692125
TNK,FRIENDS.2,-0.07208622,-2.62793851
TNK,Boy,5.32589705,0.03157162
TNK,COUNTRYMEN.0.1,1.84636709,0.7671872
TNK,COUNTRYMEN.0.4,-3.99966929,-3.46829268
TNK,Valerius,-5.01659073,-0.77945359
TNK,Servant,-6.40151089,-1.23050356
TNK,Woman,7.82063405,-4.80284623
TNK,Brother,-4.04461497,1.46584594
TNK,Herald,-5.50049138,-3.21855999
TNK,KNIGHTS.PALAMON.0.1,-7.99894789,-1.36608325
TNK,KNIGHTS.PALAMON.0.2,1.300047,-6.50779275
TNK,MESSENGERS.X.2,-0.56454976,19.13109057
TNK,OTHERS,-6.76603373,-15.40737746
TNK,ATTENDANTS.1,1.73363451,-14.96930429
TNK,KNIGHTS.PALAMON.0.3,-1.03645246,-13.96515757
TNK,Taborer,13.3372696,37.66387236
TNK,MESSENGERS.X.3,42.74783836,-32.11782168
TNK,COUNTRYWOMEN.0.1,-24.70209643,-14.59314335
TNK,KNIGHTS.PALAMON,-21.84524975,-6.14257371
TNK,COUNTRYMEN.0.5,-6.16632605,54.06138997
WT,Leontes,-1.07270693,0.22437889
WT,Autolycus,-1.32968248,-0.21225717
WT,Paulina,-0.55143447,0.10866228
WT,Camillo,-0.58707098,0.47281678
WT,Polixenes,-1.21792646,0.11913885
WT,ShepherdsSon,-1.25097644,-0.26590006
WT,Hermione,-0.51627537,0.52308051
WT,Florizell,-0.6671166,0.29645775
WT,Shepherd,-1.12201183,0.35652205
WT,Perdita,-0.42517036,-0.16749136
WT,Antigonus,0.15119343,-0.60108114
WT,ATTENDANTS.3,-2.67349636,-0.85347301
WT,SERVANTS.SHEPHERD.1,-1.85963538,-0.53090598
WT,Chorus,-2.76474374,1.30751267
WT,ATTENDANTS.0.1,0.41339525,0.0134576
WT,ATTENDANTS.1,-3.29862935,-2.80725993
WT,OFFICERS.0.1,-2.67153103,-1.58355707
WT,Dion,-2.03551399,-1.81960267
WT,Archidamus,-3.48073491,0.20474357
WT,ATTENDANTS.X,1.61098368,2.65917151
WT,Mamillius,2.12796316,1.22152112
WT,LADIES.Emilia,-1.49751702,-0.49974217
WT,Mopsa,-0.047412,4.70975047
WT,Cleomenes,-2.52763237,-1.86154877
WT,ATTENDANTS.2,-1.45239758,-2.36549365
WT,SERVANTS.X.3,-3.36669018,-1.37412715
WT,Sailor,0.68237224,0.73863928
WT,Jailer,-4.24245888,-0.35556842
WT,Dorcas,0.24502448,8.19682698
WT,LADIES.0.1,5.0642582,-4.03713028
WT,SERVANTS.X.1,4.74077564,2.5863169
WT,SERVANTS.X.2,2.55083631,-1.33613351
WT,LADIES.0.2,5.36883903,3.107132
WT,ATTENDANTS,-6.57516071,-13.0524771
WT,SERVANTS.0,-18.1874757,-4.17076768
